Unnamed: 0,Version,GenBank title,Release date,Organism name,Virus Lineage,Species,Family,Length,Submitters,Strain,Isolate,Geo location,Country,Collection date,Tissue/Specimen/Source,Host,Environmental,CDS count,Artificial,UNVERIFIED,class
LC460143,LC460143.1,"Astrovirus VA2 FT1605V1 ORF2 gene for capsid protein, partial cds",19-MAR-2019,Astrovirus VA2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;HMO Astrovirus A,HMO Astrovirus A,Astroviridae,335,"Yoshitomi,H. and Ashizuka,Y.",FT1605V1,,"Japan:Fukuoka, Tatara river",,2016-05-11,sewage water,,No,1,No,No,
LC460142,LC460142.1,"Astrovirus VA2 FT1602V8 ORF2 gene for capsid protein, partial cds",19-MAR-2019,Astrovirus VA2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;HMO Astrovirus A,HMO Astrovirus A,Astroviridae,335,"Yoshitomi,H. and Ashizuka,Y.",FT1602V8,,"Japan:Fukuoka, Tatara river",,2016-02-03,sewage water,,No,1,No,No,
LC460141,LC460141.1,"Astrovirus VA2 FT1602V7 ORF2 gene for capsid protein, partial cds",19-MAR-2019,Astrovirus VA2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;HMO Astrovirus A,HMO Astrovirus A,Astroviridae,335,"Yoshitomi,H. and Ashizuka,Y.",FT1602V7,,"Japan:Fukuoka, Tatara river",,2016-02-03,sewage water,,No,1,No,No,
LC460140,LC460140.1,"Astrovirus VA2 FT1602V6 ORF2 gene for capsid protein, partial cds",19-MAR-2019,Astrovirus VA2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;HMO Astrovirus A,HMO Astrovirus A,Astroviridae,335,"Yoshitomi,H. and Ashizuka,Y.",FT1602V6,,"Japan:Fukuoka, Tatara river",,2016-02-03,sewage water,,No,1,No,No,
LC460139,LC460139.1,"Astrovirus VA2 FT1602V4 ORF2 gene for capsid protein, partial cds",19-MAR-2019,Astrovirus VA2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;HMO Astrovirus A,HMO Astrovirus A,Astroviridae,335,"Yoshitomi,H. and Ashizuka,Y.",FT1602V4,,"Japan:Fukuoka, Tatara river",,2016-02-03,sewage water,,No,1,No,No,
LC460138,LC460138.1,"Astrovirus VA2 FT1602V3 ORF2 gene for capsid protein, partial cds",19-MAR-2019,Astrovirus VA2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;HMO Astrovirus A,HMO Astrovirus A,Astroviridae,335,"Yoshitomi,H. and Ashizuka,Y.",FT1602V3,,"Japan:Fukuoka, Tatara river",,2016-02-03,sewage water,,No,1,No,No,
LC460137,LC460137.1,"Astrovirus VA2 FT1602V2 ORF2 gene for capsid protein, partial cds",19-MAR-2019,Astrovirus VA2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;HMO Astrovirus A,HMO Astrovirus A,Astroviridae,335,"Yoshitomi,H. and Ashizuka,Y.",FT1602V2,,"Japan:Fukuoka, Tatara river",,2016-02-03,sewage water,,No,1,No,No,
LC460136,LC460136.1,"Astrovirus VA2 FT1606V7 ORF2 gene for capsid protein, partial cds",19-MAR-2019,Astrovirus VA2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;HMO Astrovirus A,HMO Astrovirus A,Astroviridae,335,"Yoshitomi,H. and Ashizuka,Y.",FT1606V7,,"Japan:Fukuoka, Tatara river",,2016-06-01,sewage water,,No,1,No,No,
LC460135,LC460135.1,"Astrovirus VA2 FT1606V6 ORF2 gene for capsid protein, partial cds",19-MAR-2019,Astrovirus VA2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;HMO Astrovirus A,HMO Astrovirus A,Astroviridae,335,"Yoshitomi,H. and Ashizuka,Y.",FT1606V6,,"Japan:Fukuoka, Tatara river",,2016-06-01,sewage water,,No,1,No,No,
LC460134,LC460134.1,"Astrovirus VA2 FT1606V4 ORF2 gene for capsid protein, partial cds",19-MAR-2019,Astrovirus VA2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;HMO Astrovirus A,HMO Astrovirus A,Astroviridae,335,"Yoshitomi,H. and Ashizuka,Y.",FT1606V4,,"Japan:Fukuoka, Tatara river",,2016-06-01,sewage water,,No,1,No,No,
LC460133,LC460133.1,"Astrovirus VA2 FT1606V3 ORF2 gene for capsid protein, partial cds",19-MAR-2019,Astrovirus VA2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;HMO Astrovirus A,HMO Astrovirus A,Astroviridae,335,"Yoshitomi,H. and Ashizuka,Y.",FT1606V3,,"Japan:Fukuoka, Tatara river",,2016-06-01,sewage water,,No,1,No,No,
LC460132,LC460132.1,"Astrovirus VA2 FT1606V2 ORF2 gene for capsid protein, partial cds",19-MAR-2019,Astrovirus VA2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;HMO Astrovirus A,HMO Astrovirus A,Astroviridae,335,"Yoshitomi,H. and Ashizuka,Y.",FT1606V2,,"Japan:Fukuoka, Tatara river",,2016-06-01,sewage water,,No,1,No,No,
LC460131,LC460131.1,"Astrovirus VA2 FT1606V1 ORF2 gene for capsid protein, partial cds",19-MAR-2019,Astrovirus VA2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;HMO Astrovirus A,HMO Astrovirus A,Astroviridae,335,"Yoshitomi,H. and Ashizuka,Y.",FT1606V1,,"Japan:Fukuoka, Tatara river",,2016-06-01,sewage water,,No,1,No,No,
LC460130,LC460130.1,"Astrovirus VA2 FT1601V8 ORF2 gene for capsid protein, partial cds",19-MAR-2019,Astrovirus VA2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;HMO Astrovirus A,HMO Astrovirus A,Astroviridae,335,"Yoshitomi,H. and Ashizuka,Y.",FT1601V8,,"Japan:Fukuoka, Tatara river",,2016-01-07,sewage water,,No,1,No,No,
LC460129,LC460129.1,"Astrovirus VA2 FT1604V8 ORF2 gene for capsid protein, partial cds",19-MAR-2019,Astrovirus VA2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;HMO Astrovirus A,HMO Astrovirus A,Astroviridae,335,"Yoshitomi,H. and Ashizuka,Y.",FT1604V8,,"Japan:Fukuoka, Tatara river",,2016-04-06,sewage water,,No,1,No,No,
LC460128,LC460128.1,"Astrovirus VA2 FT1604V7 ORF2 gene for capsid protein, partial cds",19-MAR-2019,Astrovirus VA2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;HMO Astrovirus A,HMO Astrovirus A,Astroviridae,335,"Yoshitomi,H. and Ashizuka,Y.",FT1604V7,,"Japan:Fukuoka, Tatara river",,2016-04-06,sewage water,,No,1,No,No,
LC460127,LC460127.1,"Astrovirus VA2 FT1604V6 ORF2 gene for capsid protein, partial cds",19-MAR-2019,Astrovirus VA2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;HMO Astrovirus A,HMO Astrovirus A,Astroviridae,335,"Yoshitomi,H. and Ashizuka,Y.",FT1604V6,,"Japan:Fukuoka, Tatara river",,2016-04-06,sewage water,,No,1,No,No,
LC460126,LC460126.1,"Astrovirus VA2 FT1604V5 ORF2 gene for capsid protein, partial cds",19-MAR-2019,Astrovirus VA2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;HMO Astrovirus A,HMO Astrovirus A,Astroviridae,335,"Yoshitomi,H. and Ashizuka,Y.",FT1604V5,,"Japan:Fukuoka, Tatara river",,2016-04-06,sewage water,,No,1,No,No,
LC460125,LC460125.1,"Astrovirus VA2 FT1604V4 ORF2 gene for capsid protein, partial cds",19-MAR-2019,Astrovirus VA2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;HMO Astrovirus A,HMO Astrovirus A,Astroviridae,335,"Yoshitomi,H. and Ashizuka,Y.",FT1604V4,,"Japan:Fukuoka, Tatara river",,2016-04-06,sewage water,,No,1,No,No,
LC460124,LC460124.1,"Astrovirus VA2 FT1604V3 ORF2 gene for capsid protein, partial cds",19-MAR-2019,Astrovirus VA2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;HMO Astrovirus A,HMO Astrovirus A,Astroviridae,335,"Yoshitomi,H. and Ashizuka,Y.",FT1604V3,,"Japan:Fukuoka, Tatara river",,2016-04-06,sewage water,,No,1,No,No,
LC460123,LC460123.1,"Astrovirus VA2 FT1604V2 ORF2 gene for capsid protein, partial cds",19-MAR-2019,Astrovirus VA2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;HMO Astrovirus A,HMO Astrovirus A,Astroviridae,335,"Yoshitomi,H. and Ashizuka,Y.",FT1604V2,,"Japan:Fukuoka, Tatara river",,2016-04-06,sewage water,,No,1,No,No,
LC460122,LC460122.1,"Astrovirus VA2 FT1604V1 ORF2 gene for capsid protein, partial cds",19-MAR-2019,Astrovirus VA2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;HMO Astrovirus A,HMO Astrovirus A,Astroviridae,335,"Yoshitomi,H. and Ashizuka,Y.",FT1604V1,,"Japan:Fukuoka, Tatara river",,2016-04-06,sewage water,,No,1,No,No,
LC460121,LC460121.1,"Astrovirus VA2 FT1606V8 ORF2 gene for capsid protein, partial cds",19-MAR-2019,Astrovirus VA2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;HMO Astrovirus A,HMO Astrovirus A,Astroviridae,335,"Yoshitomi,H. and Ashizuka,Y.",FT1606V8,,"Japan:Fukuoka, Tatara river",,2016-06-01,sewage water,,No,1,No,No,
LC460120,LC460120.1,"Astrovirus VA2 FT1606V5 ORF2 gene for capsid protein, partial cds",19-MAR-2019,Astrovirus VA2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;HMO Astrovirus A,HMO Astrovirus A,Astroviridae,335,"Yoshitomi,H. and Ashizuka,Y.",FT1606V5,,"Japan:Fukuoka, Tatara river",,2016-06-01,sewage water,,No,1,No,No,
LC460119,LC460119.1,"Astrovirus VA2 FT1607V5 ORF2 gene for capsid protein, partial cds",19-MAR-2019,Astrovirus VA2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;HMO Astrovirus A,HMO Astrovirus A,Astroviridae,335,"Yoshitomi,H. and Ashizuka,Y.",FT1607V5,,"Japan:Fukuoka, Tatara river",,2016-07-06,sewage water,,No,1,No,No,
LC460118,LC460118.1,"Astrovirus VA2 FT1607V4 ORF2 gene for capsid protein, partial cds",19-MAR-2019,Astrovirus VA2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;HMO Astrovirus A,HMO Astrovirus A,Astroviridae,335,"Yoshitomi,H. and Ashizuka,Y.",FT1607V4,,"Japan:Fukuoka, Tatara river",,2016-07-06,sewage water,,No,1,No,No,
LC460117,LC460117.1,"Astrovirus VA2 FT1607V3 ORF2 gene for capsid protein, partial cds",19-MAR-2019,Astrovirus VA2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;HMO Astrovirus A,HMO Astrovirus A,Astroviridae,335,"Yoshitomi,H. and Ashizuka,Y.",FT1607V3,,"Japan:Fukuoka, Tatara river",,2016-07-06,sewage water,,No,1,No,No,
LC460116,LC460116.1,"Astrovirus VA2 FT1607V2 ORF2 gene for capsid protein, partial cds",19-MAR-2019,Astrovirus VA2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;HMO Astrovirus A,HMO Astrovirus A,Astroviridae,335,"Yoshitomi,H. and Ashizuka,Y.",FT1607V2,,"Japan:Fukuoka, Tatara river",,2016-07-06,sewage water,,No,1,No,No,
LC460115,LC460115.1,"Astrovirus VA2 FT1607V1 ORF2 gene for capsid protein, partial cds",19-MAR-2019,Astrovirus VA2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;HMO Astrovirus A,HMO Astrovirus A,Astroviridae,335,"Yoshitomi,H. and Ashizuka,Y.",FT1607V1,,"Japan:Fukuoka, Tatara river",,2016-07-06,sewage water,,No,1,No,No,
LC460114,LC460114.1,"Astrovirus VA2 FT1601V5 ORF2 gene for capsid protein, partial cds",19-MAR-2019,Astrovirus VA2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;HMO Astrovirus A,HMO Astrovirus A,Astroviridae,335,"Yoshitomi,H. and Ashizuka,Y.",FT1601V5,,"Japan:Fukuoka, Tatara river",,2016-01-07,sewage water,,No,1,No,No,
LC460113,LC460113.1,"Astrovirus VA2 FT1601V4 ORF2 gene for capsid protein, partial cds",19-MAR-2019,Astrovirus VA2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;HMO Astrovirus A,HMO Astrovirus A,Astroviridae,335,"Yoshitomi,H. and Ashizuka,Y.",FT1601V4,,"Japan:Fukuoka, Tatara river",,2016-01-07,sewage water,,No,1,No,No,
LC460112,LC460112.1,"Astrovirus VA2 FT1601V3 ORF2 gene for capsid protein, partial cds",19-MAR-2019,Astrovirus VA2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;HMO Astrovirus A,HMO Astrovirus A,Astroviridae,335,"Yoshitomi,H. and Ashizuka,Y.",FT1601V3,,"Japan:Fukuoka, Tatara river",,2016-01-07,sewage water,,No,1,No,No,
LC460111,LC460111.1,"Astrovirus VA2 FT1601V1 ORF2 gene for capsid protein, partial cds",19-MAR-2019,Astrovirus VA2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;HMO Astrovirus A,HMO Astrovirus A,Astroviridae,335,"Yoshitomi,H. and Ashizuka,Y.",FT1601V1,,"Japan:Fukuoka, Tatara river",,2016-01-07,sewage water,,No,1,No,No,
LC460110,LC460110.1,"Astrovirus VA2 FT1601V7 ORF2 gene for capsid protein, partial cds",19-MAR-2019,Astrovirus VA2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;HMO Astrovirus A,HMO Astrovirus A,Astroviridae,335,"Yoshitomi,H. and Ashizuka,Y.",FT1601V7,,"Japan:Fukuoka, Tatara river",,2016-01-07,sewage water,,No,1,No,No,
LC460109,LC460109.1,"Astrovirus VA2 FT1601V6 ORF2 gene for capsid protein, partial cds",19-MAR-2019,Astrovirus VA2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;HMO Astrovirus A,HMO Astrovirus A,Astroviridae,335,"Yoshitomi,H. and Ashizuka,Y.",FT1601V6,,"Japan:Fukuoka, Tatara river",,2016-01-07,sewage water,,No,1,No,No,
LC460108,LC460108.1,"Astrovirus VA2 FT1601V2 ORF2 gene for capsid protein, partial cds",19-MAR-2019,Astrovirus VA2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;HMO Astrovirus A,HMO Astrovirus A,Astroviridae,335,"Yoshitomi,H. and Ashizuka,Y.",FT1601V2,,"Japan:Fukuoka, Tatara river",,2016-01-07,sewage water,,No,1,No,No,
LC460107,LC460107.1,"Astrovirus VA2 FT1602V5 ORF2 gene for capsid protein, partial cds",19-MAR-2019,Astrovirus VA2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;HMO Astrovirus A,HMO Astrovirus A,Astroviridae,335,"Yoshitomi,H. and Ashizuka,Y.",FT1602V5,,"Japan:Fukuoka, Tatara river",,2016-02-03,sewage water,,No,1,No,No,
LC460106,LC460106.1,"Astrovirus VA2 FT1602V1 ORF2 gene for capsid protein, partial cds",19-MAR-2019,Astrovirus VA2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;HMO Astrovirus A,HMO Astrovirus A,Astroviridae,335,"Yoshitomi,H. and Ashizuka,Y.",FT1602V1,,"Japan:Fukuoka, Tatara river",,2016-02-03,sewage water,,No,1,No,No,
LC460105,LC460105.1,"Astrovirus VA2 FT1512V8 ORF2 gene for capsid protein, partial cds",19-MAR-2019,Astrovirus VA2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;HMO Astrovirus A,HMO Astrovirus A,Astroviridae,335,"Yoshitomi,H. and Ashizuka,Y.",FT1512V8,,"Japan:Fukuoka, Tatara river",,2015-12-02,sewage water,,No,1,No,No,
LC460104,LC460104.1,"Astrovirus VA2 FT1512V6 ORF2 gene for capsid protein, partial cds",19-MAR-2019,Astrovirus VA2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;HMO Astrovirus A,HMO Astrovirus A,Astroviridae,335,"Yoshitomi,H. and Ashizuka,Y.",FT1512V6,,"Japan:Fukuoka, Tatara river",,2015-12-02,sewage water,,No,1,No,No,
LC460103,LC460103.1,"Astrovirus VA2 FT1511V6 ORF2 gene for capsid protein, partial cds",19-MAR-2019,Astrovirus VA2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;HMO Astrovirus A,HMO Astrovirus A,Astroviridae,335,"Yoshitomi,H. and Ashizuka,Y.",FT1511V6,,"Japan:Fukuoka, Tatara river",,2015-11-04,sewage water,,No,1,No,No,
LC460102,LC460102.1,"Astrovirus VA2 FT1511V5 ORF2 gene for capsid protein, partial cds",19-MAR-2019,Astrovirus VA2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;HMO Astrovirus A,HMO Astrovirus A,Astroviridae,335,"Yoshitomi,H. and Ashizuka,Y.",FT1511V5,,"Japan:Fukuoka, Tatara river",,2015-11-04,sewage water,,No,1,No,No,
LC460101,LC460101.1,"Astrovirus VA2 FT1511V4 ORF2 gene for capsid protein, partial cds",19-MAR-2019,Astrovirus VA2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;HMO Astrovirus A,HMO Astrovirus A,Astroviridae,335,"Yoshitomi,H. and Ashizuka,Y.",FT1511V4,,"Japan:Fukuoka, Tatara river",,2015-11-04,sewage water,,No,1,No,No,
LC460100,LC460100.1,"Astrovirus VA2 FT1511V3 ORF2 gene for capsid protein, partial cds",19-MAR-2019,Astrovirus VA2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;HMO Astrovirus A,HMO Astrovirus A,Astroviridae,335,"Yoshitomi,H. and Ashizuka,Y.",FT1511V3,,"Japan:Fukuoka, Tatara river",,2015-11-04,sewage water,,No,1,No,No,
LC460099,LC460099.1,"Astrovirus VA2 FT1511V2 ORF2 gene for capsid protein, partial cds",19-MAR-2019,Astrovirus VA2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;HMO Astrovirus A,HMO Astrovirus A,Astroviridae,335,"Yoshitomi,H. and Ashizuka,Y.",FT1511V2,,"Japan:Fukuoka, Tatara river",,2015-11-04,sewage water,,No,1,No,No,
LC460098,LC460098.1,"Astrovirus VA2 FT1511V1 ORF2 gene for capsid protein, partial cds",19-MAR-2019,Astrovirus VA2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;HMO Astrovirus A,HMO Astrovirus A,Astroviridae,335,"Yoshitomi,H. and Ashizuka,Y.",FT1511V1,,"Japan:Fukuoka, Tatara river",,2015-11-04,sewage water,,No,1,No,No,
LC460097,LC460097.1,"Astrovirus VA2 FT1512V7 ORF2 gene for capsid protein, partial cds",19-MAR-2019,Astrovirus VA2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;HMO Astrovirus A,HMO Astrovirus A,Astroviridae,335,"Yoshitomi,H. and Ashizuka,Y.",FT1512V7,,"Japan:Fukuoka, Tatara river",,2015-12-02,sewage water,,No,1,No,No,
LC460096,LC460096.1,"Astrovirus VA2 FT1512V5 ORF2 gene for capsid protein, partial cds",19-MAR-2019,Astrovirus VA2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;HMO Astrovirus A,HMO Astrovirus A,Astroviridae,335,"Yoshitomi,H. and Ashizuka,Y.",FT1512V5,,"Japan:Fukuoka, Tatara river",,2015-12-02,sewage water,,No,1,No,No,
LC460095,LC460095.1,"Astrovirus VA2 FT1512V4 ORF2 gene for capsid protein, partial cds",19-MAR-2019,Astrovirus VA2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;HMO Astrovirus A,HMO Astrovirus A,Astroviridae,335,"Yoshitomi,H. and Ashizuka,Y.",FT1512V4,,"Japan:Fukuoka, Tatara river",,2015-12-02,sewage water,,No,1,No,No,
LC460094,LC460094.1,"Astrovirus VA2 FT1512V3 ORF2 gene for capsid protein, partial cds",19-MAR-2019,Astrovirus VA2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;HMO Astrovirus A,HMO Astrovirus A,Astroviridae,335,"Yoshitomi,H. and Ashizuka,Y.",FT1512V3,,"Japan:Fukuoka, Tatara river",,2015-12-02,sewage water,,No,1,No,No,
LC460093,LC460093.1,"Astrovirus VA2 FT1512V2 ORF2 gene for capsid protein, partial cds",19-MAR-2019,Astrovirus VA2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;HMO Astrovirus A,HMO Astrovirus A,Astroviridae,335,"Yoshitomi,H. and Ashizuka,Y.",FT1512V2,,"Japan:Fukuoka, Tatara river",,2015-12-02,sewage water,,No,1,No,No,
LC460092,LC460092.1,"Astrovirus VA2 FT1512V1 ORF2 gene for capsid protein, partial cds",19-MAR-2019,Astrovirus VA2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;HMO Astrovirus A,HMO Astrovirus A,Astroviridae,335,"Yoshitomi,H. and Ashizuka,Y.",FT1512V1,,"Japan:Fukuoka, Tatara river",,2015-12-02,sewage water,,No,1,No,No,
LC460091,LC460091.1,"Astrovirus MLB1 FT1601M3 ORF1b gene for RNA-dependent RNA polymerase, partial cds",19-MAR-2019,Astrovirus MLB1,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus melbournense,Mamastrovirus melbournense,Astroviridae,669,"Yoshitomi,H. and Ashizuka,Y.",FT1601M3,,"Japan:Fukuoka, Tatara river",,2016-01-07,sewage water,,No,1,No,No,
LC460090,LC460090.1,"Astrovirus MLB1 FT1608M4 ORF1b gene for RNA-dependent RNA polymerase, partial cds",19-MAR-2019,Astrovirus MLB1,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus melbournense,Mamastrovirus melbournense,Astroviridae,669,"Yoshitomi,H. and Ashizuka,Y.",FT1608M4,,"Japan:Fukuoka, Tatara river",,2016-08-03,sewage water,,No,1,No,No,
LC460089,LC460089.1,"Astrovirus MLB1 FT1608M6 ORF1b gene for RNA-dependent RNA polymerase, partial cds",19-MAR-2019,Astrovirus MLB1,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus melbournense,Mamastrovirus melbournense,Astroviridae,669,"Yoshitomi,H. and Ashizuka,Y.",FT1608M6,,"Japan:Fukuoka, Tatara river",,2016-08-03,sewage water,,No,1,No,No,
LC460088,LC460088.1,"Astrovirus MLB1 FT1608M5 ORF1b gene for RNA-dependent RNA polymerase, partial cds",19-MAR-2019,Astrovirus MLB1,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus melbournense,Mamastrovirus melbournense,Astroviridae,669,"Yoshitomi,H. and Ashizuka,Y.",FT1608M5,,"Japan:Fukuoka, Tatara river",,2016-08-03,sewage water,,No,1,No,No,
LC460087,LC460087.1,"Astrovirus MLB1 FT1608M3 ORF1b gene for RNA-dependent RNA polymerase, partial cds",19-MAR-2019,Astrovirus MLB1,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus melbournense,Mamastrovirus melbournense,Astroviridae,669,"Yoshitomi,H. and Ashizuka,Y.",FT1608M3,,"Japan:Fukuoka, Tatara river",,2016-08-03,sewage water,,No,1,No,No,
LC460086,LC460086.1,"Astrovirus MLB1 FT1608M2 ORF1b gene for RNA-dependent RNA polymerase, partial cds",19-MAR-2019,Astrovirus MLB1,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus melbournense,Mamastrovirus melbournense,Astroviridae,669,"Yoshitomi,H. and Ashizuka,Y.",FT1608M2,,"Japan:Fukuoka, Tatara river",,2016-08-03,sewage water,,No,1,No,No,
LC460085,LC460085.1,"Astrovirus MLB1 FT1608M1 ORF1b gene for RNA-dependent RNA polymerase, partial cds",19-MAR-2019,Astrovirus MLB1,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus melbournense,Mamastrovirus melbournense,Astroviridae,669,"Yoshitomi,H. and Ashizuka,Y.",FT1608M1,,"Japan:Fukuoka, Tatara river",,2016-08-03,sewage water,,No,1,No,No,
