ID белка,Название семейства/белка,Описание предсказания,Источник предсказания,Вхождение из orf,ORF,Start,End,Source File
PQ055535.1|,-,Trypsin-like peptidase domain,Pfam,"Non structural gene; 2b like nuclear targetting sequence, serine protease",1A,600,731,interpro_выдача/not_annot_targetCDS_ids_part1_pfam.csv
PQ161557.1|,"RNA-dependent RNA polymerase, alsuviricetes",RNA dependent RNA polymerase,Pfam,5' translation start site undetermined; contains RNA-dependent RNA polymerase motif,1B,1001,1275,interpro_выдача/not_annot_targetCDS_ids_part1_pfam.csv
PQ161557.1|,Alphavirus-like methyltransferase domain,Viral methyltransferase,Pfam,-,1A,39,300,interpro_выдача/not_annot_targetCDS_ids_part1_pfam.csv
PQ161557.1|,(+) RNA virus helicase core domain,Viral superfamily 1 RNA helicase core domain,Pfam,-,1A,609,848,interpro_выдача/not_annot_targetCDS_ids_part1_pfam.csv
PQ421854.1|,"Astrovirus capsid protein, inner core domain",Astrovirus capsid protein nucleoplasmin-like domain,Pfam,Capsid,2,10,177,interpro_выдача/not_annot_targetCDS_ids_part1_pfam.csv
PQ055536.3|,"Icosahedral viral capsid protein, S domain",Viral coat protein (S domain),Pfam,Capsid precursor protein,2,242,398,interpro_выдача/not_annot_targetCDS_ids_part1_pfam.csv
PX289198.2|,"RNA-directed RNA polymerase, C-terminal domain",Viral RNA-dependent RNA polymerase,Pfam,5' translation start site undetermined; contains RNA-dependent RNA polymerase motif,1B,2,401,interpro_выдача/not_annot_targetCDS_ids_part1_pfam.csv
PQ421847.1|,"Astrovirus capsid protein, inner core domain",Astrovirus capsid protein nucleoplasmin-like domain,Pfam,Capsid,2,10,177,interpro_выдача/not_annot_targetCDS_ids_part1_pfam.csv
PQ055532.2|,"RNA-dependent RNA polymerase, alsuviricetes",RNA dependent RNA polymerase,Pfam,5' translation start site undetermined; contains RNA-dependent RNA polymerase motif,1B,234,331,interpro_выдача/not_annot_targetCDS_ids_part1_pfam.csv
PQ421854.3|,Astrovirus VPg protein,Astrovirus VPg protein,Pfam,-,1A,620,673,interpro_выдача/not_annot_targetCDS_ids_part1_pfam.csv
PX289197.3|,"Astrovirus capsid protein, inner core domain",Astrovirus capsid protein nucleoplasmin-like domain,Pfam,Capsid,2,12,251,interpro_выдача/not_annot_targetCDS_ids_part1_pfam.csv
PX289197.3|,"Capsid polyprotein VP90, C-terminal",C-terminal tail of astrovirus capsid projection or spike,Pfam,An enzyme that catalyzes the replication of RNA from an RNA template,,425,665,interpro_выдача/not_annot_targetCDS_ids_part1_pfam.csv
PQ421841.2|,"RNA-directed RNA polymerase, C-terminal domain",Viral RNA-dependent RNA polymerase,Pfam,5' translation start site undetermined; contains RNA-dependent RNA polymerase motif,1B,44,397,interpro_выдача/not_annot_targetCDS_ids_part1_pfam.csv
PQ421845.2|,"RNA-directed RNA polymerase, C-terminal domain",Viral RNA-dependent RNA polymerase,Pfam,5' translation start site undetermined; contains RNA-dependent RNA polymerase motif,1B,11,336,interpro_выдача/not_annot_targetCDS_ids_part1_pfam.csv
PQ421844.2|,"RNA-directed RNA polymerase, C-terminal domain",Viral RNA-dependent RNA polymerase,Pfam,5' translation start site undetermined; contains RNA-dependent RNA polymerase motif,1B,11,336,interpro_выдача/not_annot_targetCDS_ids_part1_pfam.csv
PQ421847.2|,"RNA-directed RNA polymerase, C-terminal domain",Viral RNA-dependent RNA polymerase,Pfam,5' translation start site undetermined; contains RNA-dependent RNA polymerase motif,1B,9,284,interpro_выдача/not_annot_targetCDS_ids_part1_pfam.csv
PQ055529.2|,"RNA-directed RNA polymerase, C-terminal domain",Viral RNA-dependent RNA polymerase,Pfam,5' translation start site undetermined; contains RNA-dependent RNA polymerase motif,1B,73,492,interpro_выдача/not_annot_targetCDS_ids_part1_pfam.csv
PQ421845.1|,"Astrovirus capsid protein, inner core domain",Astrovirus capsid protein nucleoplasmin-like domain,Pfam,Capsid,2,10,177,interpro_выдача/not_annot_targetCDS_ids_part1_pfam.csv
PQ150499.1|,-,AAA domain,Pfam,Protein sequence is in conflict with the conceptual translation; ORF1b,1B,1100,1198,interpro_выдача/not_annot_targetCDS_ids_part1_pfam.csv
PQ150499.1|,"RNA-dependent RNA polymerase, alsuviricetes",RNA dependent RNA polymerase,Pfam,5' translation start site undetermined; contains RNA-dependent RNA polymerase motif,1B,1545,1897,interpro_выдача/not_annot_targetCDS_ids_part1_pfam.csv
PQ055537.2|,"RNA-dependent RNA polymerase, alsuviricetes",RNA dependent RNA polymerase,Pfam,5' translation start site undetermined; contains RNA-dependent RNA polymerase motif,1B,269,373,interpro_выдача/not_annot_targetCDS_ids_part1_pfam.csv
PQ055530.3|,"Icosahedral viral capsid protein, S domain",Viral coat protein (S domain),Pfam,Capsid precursor protein,2,253,430,interpro_выдача/not_annot_targetCDS_ids_part1_pfam.csv
PX395422.1|,Astrovirus VPg protein,Astrovirus VPg protein,Pfam,-,1A,1,90,interpro_выдача/not_annot_targetCDS_ids_part1_pfam.csv
PQ055528.3|,"Icosahedral viral capsid protein, S domain",Viral coat protein (S domain),Pfam,Capsid precursor protein,2,115,305,interpro_выдача/not_annot_targetCDS_ids_part1_pfam.csv
PQ421853.2|,"RNA-directed RNA polymerase, C-terminal domain",Viral RNA-dependent RNA polymerase,Pfam,5' translation start site undetermined; contains RNA-dependent RNA polymerase motif,1B,22,355,interpro_выдача/not_annot_targetCDS_ids_part1_pfam.csv
PQ421846.1|,"Astrovirus capsid protein, inner core domain",Astrovirus capsid protein nucleoplasmin-like domain,Pfam,Capsid,2,10,177,interpro_выдача/not_annot_targetCDS_ids_part1_pfam.csv
OQ709194.1|,"Peptidase C3A/C3B, picornaviral",3C cysteine protease (picornain 3C),Pfam,3C-like serine protease motif,1A,1,100,interpro_выдача/not_annot_targetCDS_ids_part2_pfam.csv
OQ709194.1|,"RNA-directed RNA polymerase, C-terminal domain",Viral RNA-dependent RNA polymerase,Pfam,5' translation start site undetermined; contains RNA-dependent RNA polymerase motif,1B,150,367,interpro_выдача/not_annot_targetCDS_ids_part2_pfam.csv
OQ802757.1|,"RNA-directed RNA polymerase, C-terminal domain",Viral RNA-dependent RNA polymerase,Pfam,5' translation start site undetermined; contains RNA-dependent RNA polymerase motif,1B,91,188,interpro_выдача/not_annot_targetCDS_ids_part2_pfam.csv
OQ802714.1|,"RNA-dependent RNA polymerase, alsuviricetes",RNA dependent RNA polymerase,Pfam,5' translation start site undetermined; contains RNA-dependent RNA polymerase motif,1B,47,158,interpro_выдача/not_annot_targetCDS_ids_part2_pfam.csv
MW239205.1|,"RNA-directed RNA polymerase, C-terminal domain",Viral RNA-dependent RNA polymerase,Pfam,5' translation start site undetermined; contains RNA-dependent RNA polymerase motif,1B,66,395,interpro_выдача/not_annot_targetCDS_ids_part2_pfam.csv
OQ709189.1|,"Helicase, superfamily 3, single-stranded DNA/RNA virus",RNA helicase,Pfam,-,1A,128,227,interpro_выдача/not_annot_targetCDS_ids_part2_pfam.csv
OQ709189.1|,"Peptidase C3A/C3B, picornaviral",3C cysteine protease (picornain 3C),Pfam,3C-like serine protease motif,1A,461,625,interpro_выдача/not_annot_targetCDS_ids_part2_pfam.csv
OQ709189.1|,"RNA-directed RNA polymerase, C-terminal domain",Viral RNA-dependent RNA polymerase,Pfam,5' translation start site undetermined; contains RNA-dependent RNA polymerase motif,1B,666,867,interpro_выдача/not_annot_targetCDS_ids_part2_pfam.csv
OQ709189.1|,Poliovirus 3A protein-like,Poliovirus 3A protein like,Pfam,Capsid precursor protein,2,361,397,interpro_выдача/not_annot_targetCDS_ids_part2_pfam.csv
OM954095.1|,Alphavirus-like methyltransferase domain,Viral methyltransferase,Pfam,-,1A,60,344,interpro_выдача/not_annot_targetCDS_ids_part2_pfam.csv
OM954095.1|,(+) RNA virus helicase core domain,Viral superfamily 1 RNA helicase core domain,Pfam,-,1A,623,861,interpro_выдача/not_annot_targetCDS_ids_part2_pfam.csv
MW645022.1|,(+) RNA virus helicase core domain,Viral superfamily 1 RNA helicase core domain,Pfam,-,1A,604,809,interpro_выдача/not_annot_targetCDS_ids_part2_pfam.csv
MW645022.1|,Alphavirus-like methyltransferase domain,Viral methyltransferase,Pfam,-,1A,61,339,interpro_выдача/not_annot_targetCDS_ids_part2_pfam.csv
Z11682.1|,Turkey astrovirus capsid protein,Turkey astrovirus capsid protein,Pfam,Capsid,2,1,317,interpro_выдача/not_annot_targetCDS_ids_part2_pfam.csv
HUA3TERMS.1|,Turkey astrovirus capsid protein,Turkey astrovirus capsid protein,Pfam,Capsid,2,1,317,interpro_выдача/not_annot_targetCDS_ids_part2_pfam.csv
OP413956.2|,"RNA-directed RNA polymerase, C-terminal domain",Viral RNA-dependent RNA polymerase,Pfam,5' translation start site undetermined; contains RNA-dependent RNA polymerase motif,1B,143,392,interpro_выдача/not_annot_targetCDS_ids_part2_pfam.csv
MW924358.1|,(+) RNA virus helicase core domain,Viral superfamily 1 RNA helicase core domain,Pfam,-,1A,31,102,interpro_выдача/not_annot_targetCDS_ids_part2_pfam.csv
AY831433.1|,-,Trypsin-like peptidase domain,Pfam,"Non structural gene; 2b like nuclear targetting sequence, serine protease",1A,102,222,interpro_выдача/not_annot_targetCDS_ids_part2_pfam.csv
DQ327612.1|,"Non-structural protein NS3, peptidase S7, flavivirus","Peptidase S7, Flavivirus NS3 serine protease",Pfam,3C-like serine protease motif,1A,38,63,interpro_выдача/not_annot_targetCDS_ids_part2_pfam.csv
OQ709192.1|,"Peptidase C3A/C3B, picornaviral",3C cysteine protease (picornain 3C),Pfam,3C-like serine protease motif,1A,11,173,interpro_выдача/not_annot_targetCDS_ids_part2_pfam.csv
OQ709192.1|,"RNA-directed RNA polymerase, C-terminal domain",Viral RNA-dependent RNA polymerase,Pfam,5' translation start site undetermined; contains RNA-dependent RNA polymerase motif,1B,219,501,interpro_выдача/not_annot_targetCDS_ids_part2_pfam.csv
DQ327615.1|,"Non-structural protein NS3, peptidase S7, flavivirus","Peptidase S7, Flavivirus NS3 serine protease",Pfam,3C-like serine protease motif,1A,37,63,interpro_выдача/not_annot_targetCDS_ids_part2_pfam.csv
HUAIMMREAA.1|,Mamastrovirus p20 protein,Astroviridae polyprotein 1,Pfam,Capsid precursor protein,2,1,143,interpro_выдача/not_annot_targetCDS_ids_part2_pfam.csv
MG846413.1|,Astrovirus VPg protein,Astrovirus VPg protein,Pfam,-,1A,76,165,interpro_выдача/not_annot_targetCDS_ids_part2_pfam.csv
HUAIMMREAB.1|,Turkey astrovirus capsid protein,Turkey astrovirus capsid protein,Pfam,Capsid,2,39,94,interpro_выдача/not_annot_targetCDS_ids_part2_pfam.csv
DQ327608.1|,"Non-structural protein NS3, peptidase S7, flavivirus","Peptidase S7, Flavivirus NS3 serine protease",Pfam,3C-like serine protease motif,1A,37,64,interpro_выдача/not_annot_targetCDS_ids_part2_pfam.csv
OR234607.1|,"RNA-directed RNA polymerase, C-terminal domain",Viral RNA-dependent RNA polymerase,Pfam,5' translation start site undetermined; contains RNA-dependent RNA polymerase motif,1B,58,489,interpro_выдача/not_annot_targetCDS_ids_part2_pfam.csv
DQ327611.1|,"Non-structural protein NS3, peptidase S7, flavivirus","Peptidase S7, Flavivirus NS3 serine protease",Pfam,3C-like serine protease motif,1A,38,63,interpro_выдача/not_annot_targetCDS_ids_part2_pfam.csv
OK483336.1|,"Astrovirus capsid protein, inner core domain",Astrovirus capsid protein nucleoplasmin-like domain,Pfam,Capsid,2,13,117,interpro_выдача/not_annot_targetCDS_ids_part2_pfam.csv
OK483335.1|,"Astrovirus capsid protein, inner core domain",Astrovirus capsid protein nucleoplasmin-like domain,Pfam,Capsid,2,13,117,interpro_выдача/not_annot_targetCDS_ids_part2_pfam.csv
DQ327610.1|,"Non-structural protein NS3, peptidase S7, flavivirus","Peptidase S7, Flavivirus NS3 serine protease",Pfam,3C-like serine protease motif,1A,38,63,interpro_выдача/not_annot_targetCDS_ids_part2_pfam.csv
DQ327613.1|,"Non-structural protein NS3, peptidase S7, flavivirus","Peptidase S7, Flavivirus NS3 serine protease",Pfam,3C-like serine protease motif,1A,38,63,interpro_выдача/not_annot_targetCDS_ids_part2_pfam.csv
DQ327618.1|,"Non-structural protein NS3, peptidase S7, flavivirus","Peptidase S7, Flavivirus NS3 serine protease",Pfam,3C-like serine protease motif,1A,38,63,interpro_выдача/not_annot_targetCDS_ids_part2_pfam.csv
OQ802763.1|,"RNA-dependent RNA polymerase, alsuviricetes",RNA dependent RNA polymerase,Pfam,5' translation start site undetermined; contains RNA-dependent RNA polymerase motif,1B,223,479,interpro_выдача/not_annot_targetCDS_ids_part2_pfam.csv
OQ802763.1|,(+) RNA virus helicase core domain,Viral superfamily 1 RNA helicase core domain,Pfam,-,1A,2,53,interpro_выдача/not_annot_targetCDS_ids_part2_pfam.csv
MZ182271.1|,(+) RNA virus helicase core domain,Viral superfamily 1 RNA helicase core domain,Pfam,-,1A,1122,1357,interpro_выдача/not_annot_targetCDS_ids_part2_pfam.csv
MZ182271.1|,Alphavirus-like methyltransferase domain,Viral methyltransferase,Pfam,-,1A,78,333,interpro_выдача/not_annot_targetCDS_ids_part2_pfam.csv
OM953852.1|,"RNA-dependent RNA polymerase, alsuviricetes",RNA dependent RNA polymerase,Pfam,5' translation start site undetermined; contains RNA-dependent RNA polymerase motif,1B,1111,1361,interpro_выдача/not_annot_targetCDS_ids_part2_pfam.csv
OM953852.1|,(+) RNA virus helicase core domain,Viral superfamily 1 RNA helicase core domain,Pfam,-,1A,644,883,interpro_выдача/not_annot_targetCDS_ids_part2_pfam.csv
OM953852.1|,Alphavirus-like methyltransferase domain,Viral methyltransferase,Pfam,-,1A,83,343,interpro_выдача/not_annot_targetCDS_ids_part2_pfam.csv
OR645486.1|,"RNA-directed RNA polymerase, C-terminal domain",Viral RNA-dependent RNA polymerase,Pfam,5' translation start site undetermined; contains RNA-dependent RNA polymerase motif,1B,47,188,interpro_выдача/not_annot_targetCDS_ids_part2_pfam.csv
OP413950.2|,"RNA-directed RNA polymerase, C-terminal domain",Viral RNA-dependent RNA polymerase,Pfam,5' translation start site undetermined; contains RNA-dependent RNA polymerase motif,1B,143,397,interpro_выдача/not_annot_targetCDS_ids_part2_pfam.csv
OQ709193.1|,Picornavirus capsid,picornavirus capsid protein,Pfam,5' translation start site undetermined; contains RNA-dependent RNA polymerase motif,1B,79,197,interpro_выдача/not_annot_targetCDS_ids_part2_pfam.csv
OQ709193.1|,Picornavirus capsid,picornavirus capsid protein,Pfam,5' translation start site undetermined; contains RNA-dependent RNA polymerase motif,1B,361,455,interpro_выдача/not_annot_targetCDS_ids_part2_pfam.csv
OQ709193.1|,"Helicase, superfamily 3, single-stranded DNA/RNA virus",RNA helicase,Pfam,-,1A,1195,1298,interpro_выдача/not_annot_targetCDS_ids_part2_pfam.csv
OQ709193.1|,"RNA-directed RNA polymerase, C-terminal domain",Viral RNA-dependent RNA polymerase,Pfam,5' translation start site undetermined; contains RNA-dependent RNA polymerase motif,1B,1744,2148,interpro_выдача/not_annot_targetCDS_ids_part2_pfam.csv
OQ709193.1|,"Peptidase C3A/C3B, picornaviral",3C cysteine protease (picornain 3C),Pfam,3C-like serine protease motif,1A,1568,1692,interpro_выдача/not_annot_targetCDS_ids_part2_pfam.csv
ON932807.1|,"RNA-directed RNA polymerase, C-terminal domain",Viral RNA-dependent RNA polymerase,Pfam,5' translation start site undetermined; contains RNA-dependent RNA polymerase motif,1B,41,444,interpro_выдача/not_annot_targetCDS_ids_part2_pfam.csv
MT896155.1|,"RNA-directed RNA polymerase, C-terminal domain",Viral RNA-dependent RNA polymerase,Pfam,5' translation start site undetermined; contains RNA-dependent RNA polymerase motif,1B,10,221,interpro_выдача/not_annot_targetCDS_ids_part2_pfam.csv
MZ443626.1|,"RNA-dependent RNA polymerase, alsuviricetes",RNA dependent RNA polymerase,Pfam,5' translation start site undetermined; contains RNA-dependent RNA polymerase motif,1B,1000,1254,interpro_выдача/not_annot_targetCDS_ids_part2_pfam.csv
MZ443626.1|,(+) RNA virus helicase core domain,Viral superfamily 1 RNA helicase core domain,Pfam,-,1A,610,849,interpro_выдача/not_annot_targetCDS_ids_part2_pfam.csv
MZ443626.1|,Alphavirus-like methyltransferase domain,Viral methyltransferase,Pfam,-,1A,60,300,interpro_выдача/not_annot_targetCDS_ids_part2_pfam.csv
DQ327617.1|,"Non-structural protein NS3, peptidase S7, flavivirus","Peptidase S7, Flavivirus NS3 serine protease",Pfam,3C-like serine protease motif,1A,38,63,interpro_выдача/not_annot_targetCDS_ids_part2_pfam.csv
PQ055524.2|,"RNA-directed RNA polymerase, C-terminal domain",Viral RNA-dependent RNA polymerase,Pfam,5' translation start site undetermined; contains RNA-dependent RNA polymerase motif,1B,139,474,interpro_выдача/not_annot_targetCDS_ids_part2_pfam.csv
OR234613.1|,"RNA-directed RNA polymerase, C-terminal domain",Viral RNA-dependent RNA polymerase,Pfam,5' translation start site undetermined; contains RNA-dependent RNA polymerase motif,1B,55,485,interpro_выдача/not_annot_targetCDS_ids_part2_pfam.csv
