ID белка,product,Хэш-белка,Длина белка,Источник предсказания,ID домена/мотива,Описание предсказания,Начало,Конец,E-value,Unnamed: 9,Дата,Unnamed: 11,Название семейства/белка,Unnamed: 13,Unnamed: 14
PX289197.1|,hypothetical protein,55d6a7ea06622f4e95209b2f4988fecc,1008,Pfam,PF19416,Astrovirus VPg protein,696,789,7.0E-25,T,30-10-2025,IPR045836,Astrovirus VPg protein,-,MetaCyc:PWY-7884
PX289197.1|,hypothetical protein,55d6a7ea06622f4e95209b2f4988fecc,1008,Pfam,PF13365,Trypsin-like peptidase domain,485,612,0.0033,T,30-10-2025,-,-,-,-
PQ055539.1|,putative peptidase,1782762c31fbe34c534fe5b9598bcd69,326,Pfam,PF00548,3C cysteine protease (picornain 3C),273,307,0.16,T,30-10-2025,IPR000199,"Peptidase C3A/C3B, picornaviral",GO:0004197(InterPro)|GO:0006508(InterPro),MetaCyc:PWY-6545|MetaCyc:PWY-7184|MetaCyc:PWY-7185|MetaCyc:PWY-7198|MetaCyc:PWY-7210
PQ421853.1|,hypothetical protein,035a03c17352a9c141d99f99dba30849,596,Pfam,PF03115,Astrovirus capsid protein nucleoplasmin-like domain,10,177,4.4E-41,T,30-10-2025,IPR004337,"Astrovirus capsid protein, inner core domain",-,-
PQ421848.1|,hypothetical protein,16bb379a62f7080975cab23026396966,776,Pfam,PF19416,Astrovirus VPg protein,622,678,0.087,T,30-10-2025,IPR045836,Astrovirus VPg protein,-,MetaCyc:PWY-7884
PX289196.3|,hypothetical protein,b428369f846816b2e9e71f6ab1cbd3da,704,Pfam,PF03115,Astrovirus capsid protein nucleoplasmin-like domain,12,251,1.6E-69,T,30-10-2025,IPR004337,"Astrovirus capsid protein, inner core domain",-,-
PX289196.3|,hypothetical protein,b428369f846816b2e9e71f6ab1cbd3da,704,Pfam,PF16580,C-terminal tail of astrovirus capsid projection or spike,425,665,2.4E-66,T,30-10-2025,IPR032268,"Capsid polyprotein VP90, C-terminal",-,-
PP211223.1|,non-structural polyprotein,db31c65f0da27c227498d5c57e8318e6,977,Pfam,PF01443,Viral superfamily 1 RNA helicase core domain,245,472,4.3E-29,T,30-10-2025,IPR027351,(+) RNA virus helicase core domain,GO:0005524(InterPro),Reactome:R-HSA-191859|Reactome:R-HSA-918233|Reactome:R-HSA-9679504|Reactome:R-HSA-9682706|Reactome:R-HSA-9682708|Reactome:R-HSA-9683439|Reactome:R-HSA-9684325|Reactome:R-HSA-9692916|Reactome:R-HSA-9694271|Reactome:R-HSA-9694301|Reactome:R-HSA-9694676|Reactome:R-HSA-9694686|Reactome:R-HSA-9694786|Reactome:R-HSA-9705671|Reactome:R-HSA-9735869|Reactome:R-HSA-9754678
PP211223.1|,non-structural polyprotein,db31c65f0da27c227498d5c57e8318e6,977,Pfam,PF00978,RNA dependent RNA polymerase,574,957,5.3E-27,T,30-10-2025,IPR001788,"RNA-dependent RNA polymerase, alsuviricetes",GO:0003723(InterPro)|GO:0003968(InterPro)|GO:0006351(InterPro),-
PQ421852.2|,hypothetical protein,00937ac5ff88cc0d4e1f312889fc897b,466,Pfam,PF19416,Astrovirus VPg protein,312,368,0.015,T,30-10-2025,IPR045836,Astrovirus VPg protein,-,MetaCyc:PWY-7884
PQ421843.2|,hypothetical protein,a3a9a6797db106ca6014e1158f006615,454,Pfam,PF00680,Viral RNA-dependent RNA polymerase,11,337,2.5E-32,T,30-10-2025,IPR001205,"RNA-directed RNA polymerase, C-terminal domain",GO:0003723(InterPro)|GO:0003968(InterPro)|GO:0006351(InterPro),Reactome:R-HSA-191859|Reactome:R-HSA-918233|Reactome:R-HSA-9679504|Reactome:R-HSA-9682706|Reactome:R-HSA-9682708|Reactome:R-HSA-9683439|Reactome:R-HSA-9684325|Reactome:R-HSA-9692916|Reactome:R-HSA-9694271|Reactome:R-HSA-9694301|Reactome:R-HSA-9694676|Reactome:R-HSA-9694686|Reactome:R-HSA-9694786|Reactome:R-HSA-9705671|Reactome:R-HSA-9735869|Reactome:R-HSA-9754678
PQ055538.2|,putative RNA-dependent RNA polymerase,57e79034794d5ae2056941d8cbbb6b35,437,Pfam,PF00680,Viral RNA-dependent RNA polymerase,227,433,1.4E-32,T,30-10-2025,IPR001205,"RNA-directed RNA polymerase, C-terminal domain",GO:0003723(InterPro)|GO:0003968(InterPro)|GO:0006351(InterPro),Reactome:R-HSA-191859|Reactome:R-HSA-918233|Reactome:R-HSA-9679504|Reactome:R-HSA-9682706|Reactome:R-HSA-9682708|Reactome:R-HSA-9683439|Reactome:R-HSA-9684325|Reactome:R-HSA-9692916|Reactome:R-HSA-9694271|Reactome:R-HSA-9694301|Reactome:R-HSA-9694676|Reactome:R-HSA-9694686|Reactome:R-HSA-9694786|Reactome:R-HSA-9705671|Reactome:R-HSA-9735869|Reactome:R-HSA-9754678
PX095754.1|,hypothetical protein,3fafa44e9dd249a7a58dbd9d513b261a,371,Pfam,PF00680,Viral RNA-dependent RNA polymerase,81,360,4.2E-43,T,30-10-2025,IPR001205,"RNA-directed RNA polymerase, C-terminal domain",GO:0003723(InterPro)|GO:0003968(InterPro)|GO:0006351(InterPro),Reactome:R-HSA-191859|Reactome:R-HSA-918233|Reactome:R-HSA-9679504|Reactome:R-HSA-9682706|Reactome:R-HSA-9682708|Reactome:R-HSA-9683439|Reactome:R-HSA-9684325|Reactome:R-HSA-9692916|Reactome:R-HSA-9694271|Reactome:R-HSA-9694301|Reactome:R-HSA-9694676|Reactome:R-HSA-9694686|Reactome:R-HSA-9694786|Reactome:R-HSA-9705671|Reactome:R-HSA-9735869|Reactome:R-HSA-9754678
PQ421846.2|,hypothetical protein,4550471bd8086b4262e5bcdf5300a77e,454,Pfam,PF00680,Viral RNA-dependent RNA polymerase,12,336,4.5E-31,T,30-10-2025,IPR001205,"RNA-directed RNA polymerase, C-terminal domain",GO:0003723(InterPro)|GO:0003968(InterPro)|GO:0006351(InterPro),Reactome:R-HSA-191859|Reactome:R-HSA-918233|Reactome:R-HSA-9679504|Reactome:R-HSA-9682706|Reactome:R-HSA-9682708|Reactome:R-HSA-9683439|Reactome:R-HSA-9684325|Reactome:R-HSA-9692916|Reactome:R-HSA-9694271|Reactome:R-HSA-9694301|Reactome:R-HSA-9694676|Reactome:R-HSA-9694686|Reactome:R-HSA-9694786|Reactome:R-HSA-9705671|Reactome:R-HSA-9735869|Reactome:R-HSA-9754678
PP211221.1|,non-structural polyprotein,a977f260601cdf8595357f5d1d830ab7,687,Pfam,PF01443,Viral superfamily 1 RNA helicase core domain,8,181,2.2E-22,T,30-10-2025,IPR027351,(+) RNA virus helicase core domain,GO:0005524(InterPro),Reactome:R-HSA-191859|Reactome:R-HSA-918233|Reactome:R-HSA-9679504|Reactome:R-HSA-9682706|Reactome:R-HSA-9682708|Reactome:R-HSA-9683439|Reactome:R-HSA-9684325|Reactome:R-HSA-9692916|Reactome:R-HSA-9694271|Reactome:R-HSA-9694301|Reactome:R-HSA-9694676|Reactome:R-HSA-9694686|Reactome:R-HSA-9694786|Reactome:R-HSA-9705671|Reactome:R-HSA-9735869|Reactome:R-HSA-9754678
PP211221.1|,non-structural polyprotein,a977f260601cdf8595357f5d1d830ab7,687,Pfam,PF00978,RNA dependent RNA polymerase,278,667,1.6E-29,T,30-10-2025,IPR001788,"RNA-dependent RNA polymerase, alsuviricetes",GO:0003723(InterPro)|GO:0003968(InterPro)|GO:0006351(InterPro),-
PQ421848.3|,hypothetical protein,d3e4470d87ab01b8edcaa2f8b3ffbc42,596,Pfam,PF03115,Astrovirus capsid protein nucleoplasmin-like domain,10,177,4.4E-41,T,30-10-2025,IPR004337,"Astrovirus capsid protein, inner core domain",-,-
PQ421844.1|,hypothetical protein,3b12076846142e64dd097764447fe050,593,Pfam,PF03115,Astrovirus capsid protein nucleoplasmin-like domain,10,177,4.3E-41,T,30-10-2025,IPR004337,"Astrovirus capsid protein, inner core domain",-,-
PQ055528.1|,putative peptidase,2c4b1da6d24ea650081fe6011f3075a4,952,Pfam,PF00548,3C cysteine protease (picornain 3C),903,932,0.09,T,30-10-2025,IPR000199,"Peptidase C3A/C3B, picornaviral",GO:0004197(InterPro)|GO:0006508(InterPro),MetaCyc:PWY-6545|MetaCyc:PWY-7184|MetaCyc:PWY-7185|MetaCyc:PWY-7198|MetaCyc:PWY-7210
PQ421846.3|,hypothetical protein,9ad6e58bcc288327f4a37b7337a6978f,774,Pfam,PF19416,Astrovirus VPg protein,621,677,0.029,T,30-10-2025,IPR045836,Astrovirus VPg protein,-,MetaCyc:PWY-7884
PQ421854.2|,hypothetical protein,acac3314926921f46f6d7b7b103f6496,454,Pfam,PF00680,Viral RNA-dependent RNA polymerase,11,337,2.0E-31,T,30-10-2025,IPR001205,"RNA-directed RNA polymerase, C-terminal domain",GO:0003723(InterPro)|GO:0003968(InterPro)|GO:0006351(InterPro),Reactome:R-HSA-191859|Reactome:R-HSA-918233|Reactome:R-HSA-9679504|Reactome:R-HSA-9682706|Reactome:R-HSA-9682708|Reactome:R-HSA-9683439|Reactome:R-HSA-9684325|Reactome:R-HSA-9692916|Reactome:R-HSA-9694271|Reactome:R-HSA-9694301|Reactome:R-HSA-9694676|Reactome:R-HSA-9694686|Reactome:R-HSA-9694786|Reactome:R-HSA-9705671|Reactome:R-HSA-9735869|Reactome:R-HSA-9754678
PQ421852.1|,hypothetical protein,ab51e8e3b4c627701ba8584cfcfe9367,1122,Pfam,PF03115,Astrovirus capsid protein nucleoplasmin-like domain,491,703,8.6E-51,T,30-10-2025,IPR004337,"Astrovirus capsid protein, inner core domain",-,-
PQ421852.1|,hypothetical protein,ab51e8e3b4c627701ba8584cfcfe9367,1122,Pfam,PF00680,Viral RNA-dependent RNA polymerase,22,355,2.5E-31,T,30-10-2025,IPR001205,"RNA-directed RNA polymerase, C-terminal domain",GO:0003723(InterPro)|GO:0003968(InterPro)|GO:0006351(InterPro),Reactome:R-HSA-191859|Reactome:R-HSA-918233|Reactome:R-HSA-9679504|Reactome:R-HSA-9682706|Reactome:R-HSA-9682708|Reactome:R-HSA-9683439|Reactome:R-HSA-9684325|Reactome:R-HSA-9692916|Reactome:R-HSA-9694271|Reactome:R-HSA-9694301|Reactome:R-HSA-9694676|Reactome:R-HSA-9694686|Reactome:R-HSA-9694786|Reactome:R-HSA-9705671|Reactome:R-HSA-9735869|Reactome:R-HSA-9754678
PQ421848.2|,hypothetical protein,ab8a65f7075f8ce5013f60ba37b79553,454,Pfam,PF00680,Viral RNA-dependent RNA polymerase,11,337,5.6E-32,T,30-10-2025,IPR001205,"RNA-directed RNA polymerase, C-terminal domain",GO:0003723(InterPro)|GO:0003968(InterPro)|GO:0006351(InterPro),Reactome:R-HSA-191859|Reactome:R-HSA-918233|Reactome:R-HSA-9679504|Reactome:R-HSA-9682706|Reactome:R-HSA-9682708|Reactome:R-HSA-9683439|Reactome:R-HSA-9684325|Reactome:R-HSA-9692916|Reactome:R-HSA-9694271|Reactome:R-HSA-9694301|Reactome:R-HSA-9694676|Reactome:R-HSA-9694686|Reactome:R-HSA-9694786|Reactome:R-HSA-9705671|Reactome:R-HSA-9735869|Reactome:R-HSA-9754678
PQ055533.2|,putative RNA-dependent RNA polymerase,87ca0870ea4723ba7e2c2472159174e9,564,Pfam,PF00680,Viral RNA-dependent RNA polymerase,119,491,2.0E-34,T,30-10-2025,IPR001205,"RNA-directed RNA polymerase, C-terminal domain",GO:0003723(InterPro)|GO:0003968(InterPro)|GO:0006351(InterPro),Reactome:R-HSA-191859|Reactome:R-HSA-918233|Reactome:R-HSA-9679504|Reactome:R-HSA-9682706|Reactome:R-HSA-9682708|Reactome:R-HSA-9683439|Reactome:R-HSA-9684325|Reactome:R-HSA-9692916|Reactome:R-HSA-9694271|Reactome:R-HSA-9694301|Reactome:R-HSA-9694676|Reactome:R-HSA-9694686|Reactome:R-HSA-9694786|Reactome:R-HSA-9705671|Reactome:R-HSA-9735869|Reactome:R-HSA-9754678
PQ055527.1|,polyprotein,64b3cf1e087cb8d8e114e417ff7bd849,2089,Pfam,PF00729,Viral coat protein (S domain),1768,1896,0.0083,T,30-10-2025,IPR000937,"Icosahedral viral capsid protein, S domain",GO:0005198(InterPro)|GO:0019028(InterPro),-
PQ055527.1|,polyprotein,64b3cf1e087cb8d8e114e417ff7bd849,2089,Pfam,PF00978,RNA dependent RNA polymerase,1094,1329,1.4E-4,T,30-10-2025,IPR001788,"RNA-dependent RNA polymerase, alsuviricetes",GO:0003723(InterPro)|GO:0003968(InterPro)|GO:0006351(InterPro),-
PQ055535.2|,putative RNA-dependent RNA polymerase,d72056e8c412927ee22a124726a44bdd,537,Pfam,PF00680,Viral RNA-dependent RNA polymerase,121,433,7.6E-11,T,30-10-2025,IPR001205,"RNA-directed RNA polymerase, C-terminal domain",GO:0003723(InterPro)|GO:0003968(InterPro)|GO:0006351(InterPro),Reactome:R-HSA-191859|Reactome:R-HSA-918233|Reactome:R-HSA-9679504|Reactome:R-HSA-9682706|Reactome:R-HSA-9682708|Reactome:R-HSA-9683439|Reactome:R-HSA-9684325|Reactome:R-HSA-9692916|Reactome:R-HSA-9694271|Reactome:R-HSA-9694301|Reactome:R-HSA-9694676|Reactome:R-HSA-9694686|Reactome:R-HSA-9694786|Reactome:R-HSA-9705671|Reactome:R-HSA-9735869|Reactome:R-HSA-9754678
PX289198.3|,hypothetical protein,e009319f45a66c97eae7beb99a60d93a,704,Pfam,PF16580,C-terminal tail of astrovirus capsid projection or spike,425,665,4.9E-65,T,30-10-2025,IPR032268,"Capsid polyprotein VP90, C-terminal",-,-
PX289198.3|,hypothetical protein,e009319f45a66c97eae7beb99a60d93a,704,Pfam,PF03115,Astrovirus capsid protein nucleoplasmin-like domain,12,251,7.9E-70,T,30-10-2025,IPR004337,"Astrovirus capsid protein, inner core domain",-,-
PQ055539.2|,putative RNA-dependent RNA polymerase,f7b601b55a0d5b9b6bfa8502a557d717,536,Pfam,PF00680,Viral RNA-dependent RNA polymerase,140,394,6.3E-18,T,30-10-2025,IPR001205,"RNA-directed RNA polymerase, C-terminal domain",GO:0003723(InterPro)|GO:0003968(InterPro)|GO:0006351(InterPro),Reactome:R-HSA-191859|Reactome:R-HSA-918233|Reactome:R-HSA-9679504|Reactome:R-HSA-9682706|Reactome:R-HSA-9682708|Reactome:R-HSA-9683439|Reactome:R-HSA-9684325|Reactome:R-HSA-9692916|Reactome:R-HSA-9694271|Reactome:R-HSA-9694301|Reactome:R-HSA-9694676|Reactome:R-HSA-9694686|Reactome:R-HSA-9694786|Reactome:R-HSA-9705671|Reactome:R-HSA-9735869|Reactome:R-HSA-9754678
PX289196.2|,hypothetical protein,df1f1ef95d385b0eedfbdfcbf305a1d0,428,Pfam,PF00680,Viral RNA-dependent RNA polymerase,2,401,4.1E-61,T,30-10-2025,IPR001205,"RNA-directed RNA polymerase, C-terminal domain",GO:0003723(InterPro)|GO:0003968(InterPro)|GO:0006351(InterPro),Reactome:R-HSA-191859|Reactome:R-HSA-918233|Reactome:R-HSA-9679504|Reactome:R-HSA-9682706|Reactome:R-HSA-9682708|Reactome:R-HSA-9683439|Reactome:R-HSA-9684325|Reactome:R-HSA-9692916|Reactome:R-HSA-9694271|Reactome:R-HSA-9694301|Reactome:R-HSA-9694676|Reactome:R-HSA-9694686|Reactome:R-HSA-9694786|Reactome:R-HSA-9705671|Reactome:R-HSA-9735869|Reactome:R-HSA-9754678
PX289197.2|,hypothetical protein,2d4a63e0e9b0f7630ba9365af27552b8,428,Pfam,PF00680,Viral RNA-dependent RNA polymerase,2,401,2.1E-62,T,30-10-2025,IPR001205,"RNA-directed RNA polymerase, C-terminal domain",GO:0003723(InterPro)|GO:0003968(InterPro)|GO:0006351(InterPro),Reactome:R-HSA-191859|Reactome:R-HSA-918233|Reactome:R-HSA-9679504|Reactome:R-HSA-9682706|Reactome:R-HSA-9682708|Reactome:R-HSA-9683439|Reactome:R-HSA-9684325|Reactome:R-HSA-9692916|Reactome:R-HSA-9694271|Reactome:R-HSA-9694301|Reactome:R-HSA-9694676|Reactome:R-HSA-9694686|Reactome:R-HSA-9694786|Reactome:R-HSA-9705671|Reactome:R-HSA-9735869|Reactome:R-HSA-9754678
PQ055530.2|,putative RNA-dependent RNA polymerase,d387d811daef14f8a5e305fe573c2a5e,591,Pfam,PF00680,Viral RNA-dependent RNA polymerase,79,492,2.7E-22,T,30-10-2025,IPR001205,"RNA-directed RNA polymerase, C-terminal domain",GO:0003723(InterPro)|GO:0003968(InterPro)|GO:0006351(InterPro),Reactome:R-HSA-191859|Reactome:R-HSA-918233|Reactome:R-HSA-9679504|Reactome:R-HSA-9682706|Reactome:R-HSA-9682708|Reactome:R-HSA-9683439|Reactome:R-HSA-9684325|Reactome:R-HSA-9692916|Reactome:R-HSA-9694271|Reactome:R-HSA-9694301|Reactome:R-HSA-9694676|Reactome:R-HSA-9694686|Reactome:R-HSA-9694786|Reactome:R-HSA-9705671|Reactome:R-HSA-9735869|Reactome:R-HSA-9754678
PQ055528.2|,putative RNA-dependent RNA polymerase,9283939e3acc32cf3a4db7b1918fa954,652,Pfam,PF00680,Viral RNA-dependent RNA polymerase,127,452,9.9E-40,T,30-10-2025,IPR001205,"RNA-directed RNA polymerase, C-terminal domain",GO:0003723(InterPro)|GO:0003968(InterPro)|GO:0006351(InterPro),Reactome:R-HSA-191859|Reactome:R-HSA-918233|Reactome:R-HSA-9679504|Reactome:R-HSA-9682706|Reactome:R-HSA-9682708|Reactome:R-HSA-9683439|Reactome:R-HSA-9684325|Reactome:R-HSA-9692916|Reactome:R-HSA-9694271|Reactome:R-HSA-9694301|Reactome:R-HSA-9694676|Reactome:R-HSA-9694686|Reactome:R-HSA-9694786|Reactome:R-HSA-9705671|Reactome:R-HSA-9735869|Reactome:R-HSA-9754678
PQ421845.3|,hypothetical protein,6ae08bff8093e3baf5583b16a06d56a5,774,Pfam,PF19416,Astrovirus VPg protein,621,677,0.029,T,30-10-2025,IPR045836,Astrovirus VPg protein,-,MetaCyc:PWY-7884
PQ421843.1|,hypothetical protein,2b985072b08830c908589a330969a008,775,Pfam,PF19416,Astrovirus VPg protein,621,677,0.027,T,30-10-2025,IPR045836,Astrovirus VPg protein,-,MetaCyc:PWY-7884
PQ421847.4|,hypothetical protein,46dcec14f51498648d6933090eed49a3,776,Pfam,PF19416,Astrovirus VPg protein,622,678,0.087,T,30-10-2025,IPR045836,Astrovirus VPg protein,-,MetaCyc:PWY-7884
PQ421842.3|,hypothetical protein,af787dab2340149408ca32e93a454d27,741,Pfam,PF19416,Astrovirus VPg protein,587,643,0.025,T,30-10-2025,IPR045836,Astrovirus VPg protein,-,MetaCyc:PWY-7884
PQ421853.3|,hypothetical protein,5665163246810725e2ae67976279efb3,776,Pfam,PF19416,Astrovirus VPg protein,622,678,0.031,T,30-10-2025,IPR045836,Astrovirus VPg protein,-,MetaCyc:PWY-7884
PQ421843.3|,hypothetical protein,a47126c59357af1e5aabd775147e3204,592,Pfam,PF03115,Astrovirus capsid protein nucleoplasmin-like domain,10,177,2.8E-41,T,30-10-2025,IPR004337,"Astrovirus capsid protein, inner core domain",-,-
PQ055535.1|,putative peptidase,f937877db0f9473237c3b3b0358fed64,763,Pfam,PF13365,Trypsin-like peptidase domain,600,731,4.1E-7,T,30-10-2025,-,-,-,-
PQ161557.1|,hypothetical protein,bfee9c83e655b206d1c06c1d0f5bab0d,1407,Pfam,PF00978,RNA dependent RNA polymerase,1001,1275,4.0E-12,T,30-10-2025,IPR001788,"RNA-dependent RNA polymerase, alsuviricetes",GO:0003723(InterPro)|GO:0003968(InterPro)|GO:0006351(InterPro),-
