ID белка,product,Хэш-белка,Длина белка,Источник предсказания,ID домена/мотива,Описание предсказания,Начало,Конец,E-value,Unnamed: 9,Дата,Unnamed: 11,Название семейства/белка,Unnamed: 13,Unnamed: 14
PQ055532.2|,putative RNA-dependent RNA polymerase,fa09ed943d8bf97e1c50f20d54d86c90,499,Pfam,PF00978,RNA dependent RNA polymerase,234,331,1.6E-4,T,29-10-2025,IPR001788,"RNA-dependent RNA polymerase, alsuviricetes",GO:0003723(InterPro)|GO:0003968(InterPro)|GO:0006351(InterPro),-
OP413943.2|,capsid protein,0b12d95f1085eaa750376051c42d9dfd,817,Pfam,PF03115,Astrovirus capsid protein nucleoplasmin-like domain,94,316,4.6E-57,T,29-10-2025,IPR004337,"Astrovirus capsid protein, inner core domain",-,-
PQ055538.2|,putative RNA-dependent RNA polymerase,57e79034794d5ae2056941d8cbbb6b35,437,Pfam,PF00680,Viral RNA-dependent RNA polymerase,227,433,1.4E-32,T,29-10-2025,IPR001205,"RNA-directed RNA polymerase, C-terminal domain",GO:0003723(InterPro)|GO:0003968(InterPro)|GO:0006351(InterPro),Reactome:R-HSA-191859|Reactome:R-HSA-918233|Reactome:R-HSA-9679504|Reactome:R-HSA-9682706|Reactome:R-HSA-9682708|Reactome:R-HSA-9683439|Reactome:R-HSA-9684325|Reactome:R-HSA-9692916|Reactome:R-HSA-9694271|Reactome:R-HSA-9694301|Reactome:R-HSA-9694676|Reactome:R-HSA-9694686|Reactome:R-HSA-9694786|Reactome:R-HSA-9705671|Reactome:R-HSA-9735869|Reactome:R-HSA-9754678
PQ055529.2|,putative RNA-dependent RNA polymerase,41590cfb502e6535cadabff6c1e69018,591,Pfam,PF00680,Viral RNA-dependent RNA polymerase,73,492,9.2E-23,T,29-10-2025,IPR001205,"RNA-directed RNA polymerase, C-terminal domain",GO:0003723(InterPro)|GO:0003968(InterPro)|GO:0006351(InterPro),Reactome:R-HSA-191859|Reactome:R-HSA-918233|Reactome:R-HSA-9679504|Reactome:R-HSA-9682706|Reactome:R-HSA-9682708|Reactome:R-HSA-9683439|Reactome:R-HSA-9684325|Reactome:R-HSA-9692916|Reactome:R-HSA-9694271|Reactome:R-HSA-9694301|Reactome:R-HSA-9694676|Reactome:R-HSA-9694686|Reactome:R-HSA-9694786|Reactome:R-HSA-9705671|Reactome:R-HSA-9735869|Reactome:R-HSA-9754678
PQ055524.2|,putative RNA-dependent RNA polymerase,4d54cb107afae1d39969edd41ad295ca,609,Pfam,PF00680,Viral RNA-dependent RNA polymerase,139,474,8.0E-32,T,29-10-2025,IPR001205,"RNA-directed RNA polymerase, C-terminal domain",GO:0003723(InterPro)|GO:0003968(InterPro)|GO:0006351(InterPro),Reactome:R-HSA-191859|Reactome:R-HSA-918233|Reactome:R-HSA-9679504|Reactome:R-HSA-9682706|Reactome:R-HSA-9682708|Reactome:R-HSA-9683439|Reactome:R-HSA-9684325|Reactome:R-HSA-9692916|Reactome:R-HSA-9694271|Reactome:R-HSA-9694301|Reactome:R-HSA-9694676|Reactome:R-HSA-9694686|Reactome:R-HSA-9694786|Reactome:R-HSA-9705671|Reactome:R-HSA-9735869|Reactome:R-HSA-9754678
PQ055537.2|,putative RNA-dependent RNA polymerase,d9d6395534bb0d52461b88cef1f781be,533,Pfam,PF00978,RNA dependent RNA polymerase,269,373,5.1E-5,T,29-10-2025,IPR001788,"RNA-dependent RNA polymerase, alsuviricetes",GO:0003723(InterPro)|GO:0003968(InterPro)|GO:0006351(InterPro),-
PQ055530.3|,hypothetical protein,a2baacee52ef99f454403d9110896991,743,Pfam,PF00729,Viral coat protein (S domain),253,430,0.0031,T,29-10-2025,IPR000937,"Icosahedral viral capsid protein, S domain",GO:0005198(InterPro)|GO:0019028(InterPro),-
PQ055528.3|,putative viral coat protein,e0796edac217853237193383a83f26c8,518,Pfam,PF00729,Viral coat protein (S domain),115,305,3.6E-12,T,29-10-2025,IPR000937,"Icosahedral viral capsid protein, S domain",GO:0005198(InterPro)|GO:0019028(InterPro),-
PQ055528.1|,putative peptidase,2c4b1da6d24ea650081fe6011f3075a4,952,Pfam,PF00548,3C cysteine protease (picornain 3C),903,932,0.09,T,29-10-2025,IPR000199,"Peptidase C3A/C3B, picornaviral",GO:0004197(InterPro)|GO:0006508(InterPro),MetaCyc:PWY-6545|MetaCyc:PWY-7184|MetaCyc:PWY-7185|MetaCyc:PWY-7198|MetaCyc:PWY-7210
PQ055533.2|,putative RNA-dependent RNA polymerase,87ca0870ea4723ba7e2c2472159174e9,564,Pfam,PF00680,Viral RNA-dependent RNA polymerase,119,491,2.0E-34,T,29-10-2025,IPR001205,"RNA-directed RNA polymerase, C-terminal domain",GO:0003723(InterPro)|GO:0003968(InterPro)|GO:0006351(InterPro),Reactome:R-HSA-191859|Reactome:R-HSA-918233|Reactome:R-HSA-9679504|Reactome:R-HSA-9682706|Reactome:R-HSA-9682708|Reactome:R-HSA-9683439|Reactome:R-HSA-9684325|Reactome:R-HSA-9692916|Reactome:R-HSA-9694271|Reactome:R-HSA-9694301|Reactome:R-HSA-9694676|Reactome:R-HSA-9694686|Reactome:R-HSA-9694786|Reactome:R-HSA-9705671|Reactome:R-HSA-9735869|Reactome:R-HSA-9754678
