ID белка,product,Хэш-белка,Длина белка,Источник предсказания,ID домена/мотива,Описание предсказания,Начало,Конец,E-value,Unnamed: 9,Дата,Unnamed: 11,Название семейства/белка,Unnamed: 13,Unnamed: 14
OM954095.1|,non-structural polyprotein,694b3eb7f3e9f25ba59f81a2c4672fe0,906,Pfam,PF01443,Viral superfamily 1 RNA helicase core domain,623,861,1.4E-19,T,30-10-2025,IPR027351,(+) RNA virus helicase core domain,GO:0005524(InterPro),Reactome:R-HSA-191859|Reactome:R-HSA-918233|Reactome:R-HSA-9679504|Reactome:R-HSA-9682706|Reactome:R-HSA-9682708|Reactome:R-HSA-9683439|Reactome:R-HSA-9684325|Reactome:R-HSA-9692916|Reactome:R-HSA-9694271|Reactome:R-HSA-9694301|Reactome:R-HSA-9694676|Reactome:R-HSA-9694686|Reactome:R-HSA-9694786|Reactome:R-HSA-9705671|Reactome:R-HSA-9735869|Reactome:R-HSA-9754678
MW645022.1|,nonstructural polyprotein,0b9e224000e462407105e9f9e2f4d123,820,Pfam,PF01443,Viral superfamily 1 RNA helicase core domain,604,809,3.1E-4,T,30-10-2025,IPR027351,(+) RNA virus helicase core domain,GO:0005524(InterPro),Reactome:R-HSA-191859|Reactome:R-HSA-918233|Reactome:R-HSA-9679504|Reactome:R-HSA-9682706|Reactome:R-HSA-9682708|Reactome:R-HSA-9683439|Reactome:R-HSA-9684325|Reactome:R-HSA-9692916|Reactome:R-HSA-9694271|Reactome:R-HSA-9694301|Reactome:R-HSA-9694676|Reactome:R-HSA-9694686|Reactome:R-HSA-9694786|Reactome:R-HSA-9705671|Reactome:R-HSA-9735869|Reactome:R-HSA-9754678
MW645022.1|,nonstructural polyprotein,0b9e224000e462407105e9f9e2f4d123,820,Pfam,PF01660,Viral methyltransferase,61,339,1.0E-18,T,30-10-2025,IPR002588,Alphavirus-like methyltransferase domain,GO:0003723(InterPro)|GO:0006396(InterPro)|GO:0008174(InterPro)|GO:0016556(InterPro),MetaCyc:PWY-1061|MetaCyc:PWY-2083|MetaCyc:PWY-3542|MetaCyc:PWY-4021|MetaCyc:PWY-4161|MetaCyc:PWY-4202|MetaCyc:PWY-5059|MetaCyc:PWY-5105|MetaCyc:PWY-5301|MetaCyc:PWY-5305|MetaCyc:PWY-5479|MetaCyc:PWY-5665|MetaCyc:PWY-5729|MetaCyc:PWY-5748|MetaCyc:PWY-5765|MetaCyc:PWY-5773|MetaCyc:PWY-5846|MetaCyc:PWY-5883|MetaCyc:PWY-5975|MetaCyc:PWY-5987|MetaCyc:PWY-601|MetaCyc:PWY-6045|MetaCyc:PWY-6148|MetaCyc:PWY-6153|MetaCyc:PWY-6154|MetaCyc:PWY-6286|MetaCyc:PWY-6310|MetaCyc:PWY-6339|MetaCyc:PWY-6346|MetaCyc:PWY-6427|MetaCyc:PWY-6442|MetaCyc:PWY-6477|MetaCyc:PWY-6581|MetaCyc:PWY-6682|MetaCyc:PWY-6736|MetaCyc:PWY-6739|MetaCyc:PWY-6795|MetaCyc:PWY-6835|MetaCyc:PWY-6955|MetaCyc:PWY-6973|MetaCyc:PWY-6976|MetaCyc:PWY-6978|MetaCyc:PWY-7025|MetaCyc:PWY-7045|MetaCyc:PWY-7055|MetaCyc:PWY-7058|MetaCyc:PWY-7072|MetaCyc:PWY-7076|MetaCyc:PWY-7079|MetaCyc:PWY-7100|MetaCyc:PWY-7104|MetaCyc:PWY-7135|MetaCyc:PWY-7150|MetaCyc:PWY-7151|MetaCyc:PWY-7155|MetaCyc:PWY-7157|MetaCyc:PWY-7160|MetaCyc:PWY-7161|MetaCyc:PWY-7163|MetaCyc:PWY-7186|MetaCyc:PWY-7285|MetaCyc:PWY-7298|MetaCyc:PWY-7301|MetaCyc:PWY-7325|MetaCyc:PWY-7363|MetaCyc:PWY-7439|MetaCyc:PWY-7440|MetaCyc:PWY-7483|MetaCyc:PWY-7485|MetaCyc:PWY-7498|MetaCyc:PWY-7517|MetaCyc:PWY-7533|MetaCyc:PWY-7534|MetaCyc:PWY-7547|MetaCyc:PWY-7564|MetaCyc:PWY-7569|MetaCyc:PWY-7570|MetaCyc:PWY-7591|MetaCyc:PWY-7607|MetaCyc:PWY-7608|MetaCyc:PWY-7614|MetaCyc:PWY-7629|MetaCyc:PWY-7631|MetaCyc:PWY-7643|MetaCyc:PWY-7653|MetaCyc:PWY-7655|MetaCyc:PWY-7659|MetaCyc:PWY-7661|MetaCyc:PWY-7667|MetaCyc:PWY-7668|MetaCyc:PWY-7669|MetaCyc:PWY-7671|MetaCyc:PWY-7673|MetaCyc:PWY-7689|MetaCyc:PWY-7691|MetaCyc:PWY-7692|MetaCyc:PWY-7695|MetaCyc:PWY-7705|MetaCyc:PWY-7717|MetaCyc:PWY-7729|MetaCyc:PWY-7735|MetaCyc:PWY-7737|MetaCyc:PWY-7739|MetaCyc:PWY-7741|MetaCyc:PWY-7742|MetaCyc:PWY-7743|MetaCyc:PWY-7745|MetaCyc:PWY-7751|MetaCyc:PWY-7765|MetaCyc:PWY-7811|MetaCyc:PWY-7826|MetaCyc:PWY-7977|MetaCyc:PWY-8031|MetaCyc:PWY-8035|MetaCyc:PWY-8036|MetaCyc:PWY-8040|MetaCyc:PWY-8047|MetaCyc:PWY-8076|MetaCyc:PWY-8077|MetaCyc:PWY-8095|MetaCyc:PWY-8096|MetaCyc:PWY-8100|MetaCyc:PWY-8103|MetaCyc:PWY-8104|MetaCyc:PWY-8122|MetaCyc:PWY-8172|MetaCyc:PWY-8210|MetaCyc:PWY-8212|MetaCyc:PWY-8238|MetaCyc:PWY-8257|MetaCyc:PWY-8326|MetaCyc:PWY-8327|MetaCyc:PWY-8361|MetaCyc:PWY-8364|MetaCyc:PWY-8367|MetaCyc:PWY-8368|MetaCyc:PWY-8379|MetaCyc:PWY-8380|MetaCyc:PWY-8381|MetaCyc:PWY-8424|MetaCyc:PWY-8426|MetaCyc:PWY-8437|MetaCyc:PWY-8438|MetaCyc:PWY-8463|MetaCyc:PWYG-321
Z11682.1|,unknown,f5885b5883d394025aad2c0854a64535,317,Pfam,PF12226,Turkey astrovirus capsid protein,1,317,0.0,T,30-10-2025,IPR022027,Turkey astrovirus capsid protein,-,-
HUA3TERMS.1|,unknown,f5885b5883d394025aad2c0854a64535,317,Pfam,PF12226,Turkey astrovirus capsid protein,1,317,0.0,T,30-10-2025,IPR022027,Turkey astrovirus capsid protein,-,-
OP413956.2|,nonstructural polyprotein,e1a73ecacb289b0d1d5d8bee00e45652,483,Pfam,PF00680,Viral RNA-dependent RNA polymerase,143,392,4.0E-37,T,30-10-2025,IPR001205,"RNA-directed RNA polymerase, C-terminal domain",GO:0003723(InterPro)|GO:0003968(InterPro)|GO:0006351(InterPro),Reactome:R-HSA-191859|Reactome:R-HSA-918233|Reactome:R-HSA-9679504|Reactome:R-HSA-9682706|Reactome:R-HSA-9682708|Reactome:R-HSA-9683439|Reactome:R-HSA-9684325|Reactome:R-HSA-9692916|Reactome:R-HSA-9694271|Reactome:R-HSA-9694301|Reactome:R-HSA-9694676|Reactome:R-HSA-9694686|Reactome:R-HSA-9694786|Reactome:R-HSA-9705671|Reactome:R-HSA-9735869|Reactome:R-HSA-9754678
MW924358.1|,ORF1,1b07d85ac12c17e68e580aa43a919086,427,Pfam,PF01443,Viral superfamily 1 RNA helicase core domain,31,102,1.8E-8,T,30-10-2025,IPR027351,(+) RNA virus helicase core domain,GO:0005524(InterPro),Reactome:R-HSA-191859|Reactome:R-HSA-918233|Reactome:R-HSA-9679504|Reactome:R-HSA-9682706|Reactome:R-HSA-9682708|Reactome:R-HSA-9683439|Reactome:R-HSA-9684325|Reactome:R-HSA-9692916|Reactome:R-HSA-9694271|Reactome:R-HSA-9694301|Reactome:R-HSA-9694676|Reactome:R-HSA-9694686|Reactome:R-HSA-9694786|Reactome:R-HSA-9705671|Reactome:R-HSA-9735869|Reactome:R-HSA-9754678
AY831433.1|,non-structural polyprotein,b2aeb0e9993bed000d8fff22e9152c05,228,Pfam,PF13365,Trypsin-like peptidase domain,102,222,5.9E-4,T,30-10-2025,-,-,-,-
DQ327612.1|,non-structural polyprotein,5b7338228b8d3a92892b80dd5b9fe7fb,154,Pfam,PF00949,"Peptidase S7, Flavivirus NS3 serine protease",38,63,0.54,T,30-10-2025,IPR001850,"Non-structural protein NS3, peptidase S7, flavivirus",GO:0003723(InterPro)|GO:0003724(InterPro)|GO:0005524(InterPro),MetaCyc:PWY-6545|MetaCyc:PWY-7184|MetaCyc:PWY-7185|MetaCyc:PWY-7198|MetaCyc:PWY-7210|MetaCyc:PWY-7375|MetaCyc:PWY-7379
OQ709192.1|,polyprotein,fa47d1e068f46ae8ac324708dc7e2581,503,Pfam,PF00548,3C cysteine protease (picornain 3C),11,173,3.0E-35,T,30-10-2025,IPR000199,"Peptidase C3A/C3B, picornaviral",GO:0004197(InterPro)|GO:0006508(InterPro),MetaCyc:PWY-6545|MetaCyc:PWY-7184|MetaCyc:PWY-7185|MetaCyc:PWY-7198|MetaCyc:PWY-7210
OQ709192.1|,polyprotein,fa47d1e068f46ae8ac324708dc7e2581,503,Pfam,PF00680,Viral RNA-dependent RNA polymerase,219,501,4.0E-37,T,30-10-2025,IPR001205,"RNA-directed RNA polymerase, C-terminal domain",GO:0003723(InterPro)|GO:0003968(InterPro)|GO:0006351(InterPro),Reactome:R-HSA-191859|Reactome:R-HSA-918233|Reactome:R-HSA-9679504|Reactome:R-HSA-9682706|Reactome:R-HSA-9682708|Reactome:R-HSA-9683439|Reactome:R-HSA-9684325|Reactome:R-HSA-9692916|Reactome:R-HSA-9694271|Reactome:R-HSA-9694301|Reactome:R-HSA-9694676|Reactome:R-HSA-9694686|Reactome:R-HSA-9694786|Reactome:R-HSA-9705671|Reactome:R-HSA-9735869|Reactome:R-HSA-9754678
DQ327615.1|,non-structural polyprotein,5dde20acfb4ef6c9e34e583f714dcc4f,154,Pfam,PF00949,"Peptidase S7, Flavivirus NS3 serine protease",37,63,0.21,T,30-10-2025,IPR001850,"Non-structural protein NS3, peptidase S7, flavivirus",GO:0003723(InterPro)|GO:0003724(InterPro)|GO:0005524(InterPro),MetaCyc:PWY-6545|MetaCyc:PWY-7184|MetaCyc:PWY-7185|MetaCyc:PWY-7198|MetaCyc:PWY-7210|MetaCyc:PWY-7375|MetaCyc:PWY-7379
HUAIMMREAA.1|,unknown_product,5b7c9f1fc1ccb463cecc0966259cd3ee,144,Pfam,PF12285,Astroviridae polyprotein 1,1,143,2.7E-82,T,30-10-2025,IPR022068,Mamastrovirus p20 protein,GO:0004252(InterPro)|GO:0070008(InterPro),MetaCyc:PWY-7884
MG846413.1|,non-structural polyprotein,0b0a9024bfe2adbbeeaf1a4330ffab68,387,Pfam,PF19416,Astrovirus VPg protein,76,165,6.4E-20,T,30-10-2025,IPR045836,Astrovirus VPg protein,-,MetaCyc:PWY-7884
HUAIMMREAB.1|,unknown_product,1d61b8cb006ee0df24335ca3ad08d56b,96,Pfam,PF12226,Turkey astrovirus capsid protein,39,94,3.2E-14,T,30-10-2025,IPR022027,Turkey astrovirus capsid protein,-,-
DQ327608.1|,non-structural polyprotein,b54edb1186f75d6dadedf0e9cc5363d4,154,Pfam,PF00949,"Peptidase S7, Flavivirus NS3 serine protease",37,64,0.17,T,30-10-2025,IPR001850,"Non-structural protein NS3, peptidase S7, flavivirus",GO:0003723(InterPro)|GO:0003724(InterPro)|GO:0005524(InterPro),MetaCyc:PWY-6545|MetaCyc:PWY-7184|MetaCyc:PWY-7185|MetaCyc:PWY-7198|MetaCyc:PWY-7210|MetaCyc:PWY-7375|MetaCyc:PWY-7379
OR234607.1|,hypothetical protein,3c10b048565d93edfbbb8519000d6c6e,516,Pfam,PF00680,Viral RNA-dependent RNA polymerase,58,489,4.3E-68,T,30-10-2025,IPR001205,"RNA-directed RNA polymerase, C-terminal domain",GO:0003723(InterPro)|GO:0003968(InterPro)|GO:0006351(InterPro),Reactome:R-HSA-191859|Reactome:R-HSA-918233|Reactome:R-HSA-9679504|Reactome:R-HSA-9682706|Reactome:R-HSA-9682708|Reactome:R-HSA-9683439|Reactome:R-HSA-9684325|Reactome:R-HSA-9692916|Reactome:R-HSA-9694271|Reactome:R-HSA-9694301|Reactome:R-HSA-9694676|Reactome:R-HSA-9694686|Reactome:R-HSA-9694786|Reactome:R-HSA-9705671|Reactome:R-HSA-9735869|Reactome:R-HSA-9754678
DQ327611.1|,non-structural polyprotein,daa0039859d12b0e27fe739807ad145f,154,Pfam,PF00949,"Peptidase S7, Flavivirus NS3 serine protease",38,63,0.54,T,30-10-2025,IPR001850,"Non-structural protein NS3, peptidase S7, flavivirus",GO:0003723(InterPro)|GO:0003724(InterPro)|GO:0005524(InterPro),MetaCyc:PWY-6545|MetaCyc:PWY-7184|MetaCyc:PWY-7185|MetaCyc:PWY-7198|MetaCyc:PWY-7210|MetaCyc:PWY-7375|MetaCyc:PWY-7379
OK483336.1|,VP1,9f3f637b613802acb3b5dea87bc2075a,118,Pfam,PF03115,Astrovirus capsid protein nucleoplasmin-like domain,13,117,1.6E-38,T,30-10-2025,IPR004337,"Astrovirus capsid protein, inner core domain",-,-
OK483335.1|,VP1,9f3f637b613802acb3b5dea87bc2075a,118,Pfam,PF03115,Astrovirus capsid protein nucleoplasmin-like domain,13,117,1.6E-38,T,30-10-2025,IPR004337,"Astrovirus capsid protein, inner core domain",-,-
DQ327610.1|,non-structural polyprotein,af5d8dc46de14d82a0d79cc61beb4c7b,154,Pfam,PF00949,"Peptidase S7, Flavivirus NS3 serine protease",38,63,0.54,T,30-10-2025,IPR001850,"Non-structural protein NS3, peptidase S7, flavivirus",GO:0003723(InterPro)|GO:0003724(InterPro)|GO:0005524(InterPro),MetaCyc:PWY-6545|MetaCyc:PWY-7184|MetaCyc:PWY-7185|MetaCyc:PWY-7198|MetaCyc:PWY-7210|MetaCyc:PWY-7375|MetaCyc:PWY-7379
DQ327613.1|,non-structural polyprotein,af5d8dc46de14d82a0d79cc61beb4c7b,154,Pfam,PF00949,"Peptidase S7, Flavivirus NS3 serine protease",38,63,0.54,T,30-10-2025,IPR001850,"Non-structural protein NS3, peptidase S7, flavivirus",GO:0003723(InterPro)|GO:0003724(InterPro)|GO:0005524(InterPro),MetaCyc:PWY-6545|MetaCyc:PWY-7184|MetaCyc:PWY-7185|MetaCyc:PWY-7198|MetaCyc:PWY-7210|MetaCyc:PWY-7375|MetaCyc:PWY-7379
DQ327618.1|,non-structural polyprotein,af5d8dc46de14d82a0d79cc61beb4c7b,154,Pfam,PF00949,"Peptidase S7, Flavivirus NS3 serine protease",38,63,0.54,T,30-10-2025,IPR001850,"Non-structural protein NS3, peptidase S7, flavivirus",GO:0003723(InterPro)|GO:0003724(InterPro)|GO:0005524(InterPro),MetaCyc:PWY-6545|MetaCyc:PWY-7184|MetaCyc:PWY-7185|MetaCyc:PWY-7198|MetaCyc:PWY-7210|MetaCyc:PWY-7375|MetaCyc:PWY-7379
OQ802763.1|,nonstructural polyprotein,67b868eb4527bb2e87c59d6a3013365a,565,Pfam,PF00978,RNA dependent RNA polymerase,223,479,7.2E-17,T,30-10-2025,IPR001788,"RNA-dependent RNA polymerase, alsuviricetes",GO:0003723(InterPro)|GO:0003968(InterPro)|GO:0006351(InterPro),-
OQ802763.1|,nonstructural polyprotein,67b868eb4527bb2e87c59d6a3013365a,565,Pfam,PF01443,Viral superfamily 1 RNA helicase core domain,2,53,2.3E-7,T,30-10-2025,IPR027351,(+) RNA virus helicase core domain,GO:0005524(InterPro),Reactome:R-HSA-191859|Reactome:R-HSA-918233|Reactome:R-HSA-9679504|Reactome:R-HSA-9682706|Reactome:R-HSA-9682708|Reactome:R-HSA-9683439|Reactome:R-HSA-9684325|Reactome:R-HSA-9692916|Reactome:R-HSA-9694271|Reactome:R-HSA-9694301|Reactome:R-HSA-9694676|Reactome:R-HSA-9694686|Reactome:R-HSA-9694786|Reactome:R-HSA-9705671|Reactome:R-HSA-9735869|Reactome:R-HSA-9754678
MZ182271.1|,polyprotein,2246a6c13cd25de8cc1192df575b2ecd,1670,Pfam,PF01443,Viral superfamily 1 RNA helicase core domain,1122,1357,3.5E-14,T,30-10-2025,IPR027351,(+) RNA virus helicase core domain,GO:0005524(InterPro),Reactome:R-HSA-191859|Reactome:R-HSA-918233|Reactome:R-HSA-9679504|Reactome:R-HSA-9682706|Reactome:R-HSA-9682708|Reactome:R-HSA-9683439|Reactome:R-HSA-9684325|Reactome:R-HSA-9692916|Reactome:R-HSA-9694271|Reactome:R-HSA-9694301|Reactome:R-HSA-9694676|Reactome:R-HSA-9694686|Reactome:R-HSA-9694786|Reactome:R-HSA-9705671|Reactome:R-HSA-9735869|Reactome:R-HSA-9754678
