 2,,,,,,,,,,OM264912/NA/NA/goslings/2019
 2,,,,,,,,,,OM264911/NA/NA/goslings/2019
 2,,,,,,,,,,OM200916/NA/NA/goslings/2019
 2,,,,,,,,,,MW786757/NA/SCCD/goose/2018
 2,,,,,,,,,,OK571391/NA/ZJC14/goslings/2020
 2,,,,,,,,,,MW340534/NA/SCCD/goose/2019

 3 ,3, 58*, 2318, 13*, 1337, 4*, 1328,MF768270/NA/NA/pigeon/2014,AB033998/NA/NA/NA/NA,PP478075/NA/PL-pigeon-4a-2023/carrier-pigeon/2023, 3.15509726480768E-204, 9.25774127283571E-205, 8.4033072450421E-212, 2.0710695E-193, 4.63978580089607E-43, 6.50057463851646E-59,NS,NS, 4.37643527462713E-118,
 3,,,,,,,,,,KT946725/NA/D10-5628-HK/spotted-dove/NA
 3,,,,,,,,,,KT946723/NA/D11-336-2-HK/spotted-dove/NA
 3,,,,,,,,,,KT946722/NA/D11-116-HK/spotted-dove/NA

 4 ,4, 1410*, 7848, 810*, 4876, 744*, 4561,^OQ685946/NA/CAstV-ck-TZ-Iringa-2151-IM162-2019/Gallus-gallus/2019,OR351273/NA/JS202103/Gallus-gallus/2021,Unknown (MN725025/NA/NA/chicken/2018), 2.56270849522862E-83, 1.0001707240725E-87, 1.59708623264702E-22, 5.58728955095995E-50, 6.5853298157741E-50, 7.30270352819346E-48,NS,NS, 3.78892404616305E-208,
 4,,,,,,,,,MW684831/NA/Chicken-NLD-2019-V-M-047-astro-4/Gallus-gallus-domesticus-(broiler)/2019,Unknown(PV093029/NA/NA/Neogale-vison/2023)
 4,,,,,,,,,MW684830/NA/Chicken-NLD-2019-V-M-046-astro-12/Gallus-gallus-domesticus-(broiler)/2019,Unknown(PV093028/NA/NA/Neogale-vison/2023)
 4,,,,,,,,,MW684823/NA/Chicken-NLD-2019-V-M-038-astro-4/Gallus-gallus-domesticus-(broiler)/2019,Unknown(PV093027/NA/NA/Neogale-vison/2023)
 4,,,,,,,,,MT491732/NA/IBS543-2017/Gallus-gallus/2017,Unknown(PV093026/NA/NA/Neogale-vison/2023)
 4,,,,,,,,,MT491731/NA/UPM1019-2018/Gallus-gallus/2018,Unknown(PV093025/NA/NA/Neogale-vison/2023)
 4,,,,,,,,,MT491730/NA/IBS503-2017/Gallus-gallus/2017,Unknown(OR545548/NA/AAstV-Chicken-CHN-2022-SQ2201/chicken/2022)
 4,,,,,,,,,MT789787/NA/CAstV-CA-SK-Chicken-19-0981-19/chicken/2019,Unknown(OP169001/NA/AAstV-Chicken-CHN-2021-HA2101/chicken/2021)
 4,,,,,,,,,MT789786/NA/CAstV-CA-SK-Chicken-19-0935-19/chicken/2019,Unknown(MK746105/NA/AAstV-Chicken-CHN-2017-NJ1701/chicken/2017)
 4,,,,,,,,,MT789785/NA/CAstV-CA-SK-Chicken-18-0942-18/chicken/2018,Unknown(MN807051/NA/AAstV-Chicken-CHN-2018-CZ1801/Gallus-gallus/2018)
 4,,,,,,,,,MT789784/NA/CAstV-CA-AB-Chicken-17-0823-17/chicken/2017,Unknown(MN725026/NA/NA/chicken/2018)
 4,,,,,,,,,MT789783/NA/CAstV-CA-AB-Chicken-17-0773b-17/chicken/2017,
 4,,,,,,,,,MT789782/NA/CAstV-CA-AB-Chicken-17-0773a-17/chicken/2017,
 4,,,,,,,,,MT789781/NA/CAstV-CA-AB-Chicken-15-1262d-15/chicken/2015,
 4,,,,,,,,,MT789780/NA/CAstV-CA-AB-Chicken-15-1262c-15/chicken/2015,
 4,,,,,,,,,MT789779/NA/CAstV-CA-AB-Chicken-15-1262b-15/chicken/2015,
 4,,,,,,,,,MT789778/NA/CAstV-CA-AB-Chicken-15-1262a-15/chicken/2015,
 4,,,,,,,,,MT789777/NA/CAstV-CA-AB-Chicken-14-1235d-14/chicken/2014,
 4,,,,,,,,,MT789776/NA/CAstV-CA-AB-Chicken-14-1235c-14/chicken/2014,
 4,,,,,,,,,MT789775/NA/CAstV-CA-AB-Chicken-14-1235b-14/chicken/2014,
 4,,,,,,,,,MT789774/NA/CAstV-CA-AB-Chicken-14-1235a-14/chicken/2014,
 4,,,,,,,,,KY038163/NA/CAstV-INDIA-ANAND-2016/chicken/2016,
 4,,,,,,,,,KX397576/NA/CkP5/chicken/NA,
 4,,,,,,,,,KX397575/NA/CC-CkAstV/chicken/NA,

 5 ,5, 79*, 4119, 10*, 2194, 25*, 2215,^MW684818/NA/Chicken-NLD-2019-V-M-015-astro-2/Gallus-gallus-domesticus-(broiler)/2019,MW684819/NA/Chicken-NLD-2019-V-M-030-astro-12/Gallus-gallus-domesticus-(broiler)/2019,MW684833/NA/Chicken-NLD-2019-V-M-053-astro-2/Gallus-gallus-domesticus-(broiler)/2019, 4.33331106718954E-139, 1.32061171132469E-138, 1.91659572538847E-60, 4.10642256763012E-48, 5.83557303676941E-43, 2.01925996462892E-49,NS,NS, 8.78069998538005E-190,

 6 ,6, 7858, 11847, 4966, 7062, 4561, 6586,PP871812/NA/astro-vt-94/Canis-lupus-familiaris/2014,MW588063/NA/NA/NA/NA,JF414802/NA/GA2011/chicken/2007,NS,NS,NS,NS,NS,NS,NS,NS,NS,

 7 ,7, 7858*, 11820*, 5005*, 7083*, 4561*, 6573*,PP871804/NA/astro-vt-86/Canis-lupus-familiaris/2014,Unknown (PV093025/NA/NA/Neogale-vison/2023),OR286522/NA/SDAU2022-1/chicken/2022,NS,NS,NS,NS,NS,NS,NS,NS,NS,

 8 ,8, 46*, 7922, 1*, 5116, 1*, 4607,^MW588063/NA/NA/NA/NA,Unknown (OR286521/NA/SDAU2022-2/chicken/2022),KT886453/NA/CAstV-Poland-G059-2014/Gallus-gallus/2014,NS,NS,NS,NS,NS,NS,NS,NS,NS,

 9 ,9, 8584, 11856, 5494, 7116, 4990, 6586,^KT886453/NA/CAstV-Poland-G059-2014/Gallus-gallus/2014,MN807051/NA/AAstV-Chicken-CHN-2018-CZ1801/Gallus-gallus/2018,Unknown (OR351273/NA/JS202103/Gallus-gallus/2021), 3.73535033035398E-72,NS, 3.92618435392748E-26, 2.0710695E-193, 2.44751208756026E-39, 5.17790249883571E-28,NS,NS, 3.59595714841927E-148,
 9,,,,,,,,,PV093029/NA/NA/Neogale-vison/2023,Unknown(MT789787/NA/CAstV-CA-SK-Chicken-19-0981-19/chicken/2019)
 9,,,,,,,,,PV093028/NA/NA/Neogale-vison/2023,Unknown(MT789786/NA/CAstV-CA-SK-Chicken-19-0935-19/chicken/2019)
 9,,,,,,,,,PV093027/NA/NA/Neogale-vison/2023,Unknown(MT789785/NA/CAstV-CA-SK-Chicken-18-0942-18/chicken/2018)
 9,,,,,,,,,PV093026/NA/NA/Neogale-vison/2023,Unknown(MT789784/NA/CAstV-CA-AB-Chicken-17-0823-17/chicken/2017)
 9,,,,,,,,,PV093025/NA/NA/Neogale-vison/2023,Unknown(MT789783/NA/CAstV-CA-AB-Chicken-17-0773b-17/chicken/2017)
 9,,,,,,,,,OR545548/NA/AAstV-Chicken-CHN-2022-SQ2201/chicken/2022,Unknown(MT789782/NA/CAstV-CA-AB-Chicken-17-0773a-17/chicken/2017)
 9,,,,,,,,,OP169001/NA/AAstV-Chicken-CHN-2021-HA2101/chicken/2021,Unknown(MT789781/NA/CAstV-CA-AB-Chicken-15-1262d-15/chicken/2015)
 9,,,,,,,,,MK746105/NA/AAstV-Chicken-CHN-2017-NJ1701/chicken/2017,Unknown(MT789780/NA/CAstV-CA-AB-Chicken-15-1262c-15/chicken/2015)
 9,,,,,,,,,MN725026/NA/NA/chicken/2018,Unknown(MT789779/NA/CAstV-CA-AB-Chicken-15-1262b-15/chicken/2015)
 9,,,,,,,,,MN725025/NA/NA/chicken/2018,Unknown(MT789778/NA/CAstV-CA-AB-Chicken-15-1262a-15/chicken/2015)
 9,,,,,,,,,,Unknown(MT789777/NA/CAstV-CA-AB-Chicken-14-1235d-14/chicken/2014)
 9,,,,,,,,,,Unknown(MT789776/NA/CAstV-CA-AB-Chicken-14-1235c-14/chicken/2014)
 9,,,,,,,,,,Unknown(MT789775/NA/CAstV-CA-AB-Chicken-14-1235b-14/chicken/2014)
 9,,,,,,,,,,Unknown(MT789774/NA/CAstV-CA-AB-Chicken-14-1235a-14/chicken/2014)
 9,,,,,,,,,,Unknown(KY038163/NA/CAstV-INDIA-ANAND-2016/chicken/2016)
 9,,,,,,,,,,Unknown(KX397576/NA/CkP5/chicken/NA)
 9,,,,,,,,,,Unknown(KX397575/NA/CC-CkAstV/chicken/NA)

 10 ,10, 489*, 3821, 306*, 2533, 330*, 2137,OP272633/NA/AH33-3/goose/2021,OR211592/NA/GAstV-HBLY/goose/2023,Unknown (EU143843/NA/NA/NA/NA),NS,NS,NS,NS,NS,NS,NS,NS,NS,

 11 ,11, 100, 7868, 49, 4607, 46, 4568,^MZ150559/NA/ANV-Chicken-CHN-2020-AH202017/chicken/2020,ON964512/NA/NA/Gallus-gallus/2020,PP871808/NA/astro-vt-90/Gallus-gallus/2015, 1.94896810604681E-82, 1.81529858366367E-90, 3.15342693444953E-68, 4.04130179761325E-39, 2.74591446060653E-39, 1.24508963741832E-46,NS,NS, 9.88225510729408E-98,
 11,,,,,,,,,,PP871786/NA/astro-vt-68/Gallus-gallus/2014

 12 ,12, 7906*, 11842*, 4579*, 6577*, 4594*, 6586*,^MW684819/NA/Chicken-NLD-2019-V-M-030-astro-12/Gallus-gallus-domesticus-(broiler)/2019,OM469236/NA/ANV-PB5-HI5-Switzerland-2019/Gallus-gallus-domesticus-(broiler)/2019,ON964512/NA/NA/Gallus-gallus/2020, 1.68138421634773E-60, 1.75086203162366E-55, 2.84448915214729E-27, 4.61132151767246E-35, 1.67027446845572E-37, 8.06305174964137E-43,NS,NS, 7.13604703683792E-109,
 12,,,,,,,,,OM469235/NA/ANV-PB15-HI11-Switzerland-2019/Gallus-gallus-domesticus-(broiler)/2019,
 12,,,,,,,,,OM469234/NA/ANV-PB1-HI5-Switzerland-2019/Gallus-gallus-domesticus-(broiler)/2019,
 12,,,,,,,,,OM469233/NA/ANV-PB11-HI6-Switzerland-2019/Gallus-gallus-domesticus-(broiler)/2019,
 12,,,,,,,,,OM469232/NA/ANV-PB7-HI6-Switzerland-2019/Gallus-gallus-domesticus-(broiler)/2019,
 12,,,,,,,,,MT585643/NA/VF14-92-A2/Gallus-gallus-broiler-chicken/NA,

 13 ,13, 79*, 7536, 1*, 4834, 25*, 4540,PP763758/NA/AAstV-Goose-CHN-2023-C102/goose/2023,OR907133/NA/NA/Goose/2023,NC_034567/NA/FLX/Hortobagy-goose/2014, 1.62575171150196E-59, 1.05175144675953E-48, 2.51705952120583E-44, 3.12531087016887E-26, 2.68762722011632E-25, 3.33993649517335E-20,NS,NS, 1.89520072571583E-101,
 13,,,,,,,,,OR907132/NA/NA/Goose/2023,KY271027/NA/FLX/Hortobagy-goose/2014
 13,,,,,,,,,OR907131/NA/NA/Goose/2023,

 14 ,14, 8065, 11925*, 4732, 6688*, 4645, 6586*,^HQ889774/NA/NA/pigeon/2010,Unknown (MW684822/NA/Chicken-NLD-2019-V-M-036-astro-4/Gallus-gallus-domesticus-(broiler)/2019),MW684825/NA/Chicken-NLD-2019-V-M-038-astro-6/Gallus-gallus-domesticus-(broiler)/2019, 3.80362392151088E-99, 3.02003344983049E-90, 3.02831189073625E-66, 8.1978199625585E-44, 3.52239720684516E-28, 3.93232544612235E-76,NS,NS, 1.36781218834171E-40,
 14,,,,,,,,HM029238/NA/NA/chicken/2009,Unknown(MW684821/NA/Chicken-NLD-2019-V-M-034-astro-2/Gallus-gallus-domesticus-(broiler)/2019),
 14,,,,,,,,,Unknown(MW684820/NA/Chicken-NLD-2019-V-M-033-astro-3/Gallus-gallus-domesticus-(broiler)/2019),

 15 ,15, 8581*, 63*, 5470*, 1*, 4987*, 9*,^MW684823/NA/Chicken-NLD-2019-V-M-038-astro-4/Gallus-gallus-domesticus-(broiler)/2019,OR286522/NA/SDAU2022-1/chicken/2022,MT491730/NA/IBS503-2017/Gallus-gallus/2017, 1.16539205368622E-44,NS, 8.20795393460071E-25, 1.62279447645901E-33, 1.62156892000871E-32, 1.78619972165377E-53,NS,NS, 8.93990802692323E-97,
 15,,,,,,,,MW684817/NA/Environment-NLD-2019-VE-7-astro-14/Gallus-gallus-domesticus-(broiler)/2019,OR571426/NA/SDAU2022-3/chicken/2023,MT491732/NA/IBS543-2017/Gallus-gallus/2017
 15,,,,,,,,,OR286521/NA/SDAU2022-2/chicken/2022,MT491731/NA/UPM1019-2018/Gallus-gallus/2018

 16 ,16, 8234, 11925*, 4682, 6544*, 4679, 6586*,^MW684822/NA/Chicken-NLD-2019-V-M-036-astro-4/Gallus-gallus-domesticus-(broiler)/2019,MW684825/NA/Chicken-NLD-2019-V-M-038-astro-6/Gallus-gallus-domesticus-(broiler)/2019,MT585643/NA/VF14-92-A2/Gallus-gallus-broiler-chicken/NA, 2.98378075847605E-93, 6.13013467803465E-86, 8.15430763401013E-58, 9.65929506670891E-39, 1.91999915884983E-37, 3.31384323441829E-64,NS,NS, 1.78314243324175E-79,
 16,,,,,,,,MW684821/NA/Chicken-NLD-2019-V-M-034-astro-2/Gallus-gallus-domesticus-(broiler)/2019,,OM469236/NA/ANV-PB5-HI5-Switzerland-2019/Gallus-gallus-domesticus-(broiler)/2019
 16,,,,,,,,MW684820/NA/Chicken-NLD-2019-V-M-033-astro-3/Gallus-gallus-domesticus-(broiler)/2019,,OM469235/NA/ANV-PB15-HI11-Switzerland-2019/Gallus-gallus-domesticus-(broiler)/2019
 16,,,,,,,,,,OM469233/NA/ANV-PB11-HI6-Switzerland-2019/Gallus-gallus-domesticus-(broiler)/2019
 16,,,,,,,,,,MW684829/NA/Chicken-NLD-2019-V-M-041-astro-13/Gallus-gallus-domesticus-(broiler)/2019
 16,,,,,,,,,,MT585644/NA/VF16-03-164b/Gallus-gallus-broiler-chicken/2016

 17 ,17, 260*, 6110, 56*, 3116, 152*, 3443,MN920669/NA/ybb150ast01/NA/2018,MN920672/NA/ytb090ast01/NA/2018,MN920668/NA/war204ast1/NA/2018, 4.87182690820932E-72, 3.97058599396839E-93, 3.26563225858794E-25, 2.0710695E-193, 1.75293417839788E-29, 2.73632583059514E-68,NS,NS, 9.09976985508724E-19,

 18 ,18, 8580, 11783*, 5271, 6896*, 4986, 6571*,^MW684830/NA/Chicken-NLD-2019-V-M-046-astro-12/Gallus-gallus-domesticus-(broiler)/2019,OR286521/NA/SDAU2022-2/chicken/2022,MT491730/NA/IBS503-2017/Gallus-gallus/2017, 1.01046879373359E-58, 1.24622697323586E-53, 1.08466503580115E-45, 6.09324580795924E-33, 5.85463274505347E-32, 1.68573005697632E-30,NS,NS, 5.82098658761687E-91,
 18,,,,,,,,MW684831/NA/Chicken-NLD-2019-V-M-047-astro-4/Gallus-gallus-domesticus-(broiler)/2019,OR571426/NA/SDAU2022-3/chicken/2023,MT491732/NA/IBS543-2017/Gallus-gallus/2017
 18,,,,,,,,,OR286522/NA/SDAU2022-1/chicken/2022,MT491731/NA/UPM1019-2018/Gallus-gallus/2018

 19 ,19, 7052, 9664, 4337, 5761, 4331, 5743,^PP871798/NA/astro-vt-80/Sus-scrofa-(wild-boar)/2015,Unknown (PV093022/NA/NA/Neogale-vison/2023),MN732558/NA/NA/Gallus-gallus-(broiler)/2018, 3.73470120477892E-62,NS, 1.18826946259983E-42, 9.45702160856372E-34, 1.16483891927337E-31, 2.33659683175811E-30,NS,NS, 7.87102814675806E-86,
 19,,,,,,,,,Unknown(PV093023/NA/NA/Neogale-vison/2023),

 20 ,20, 7189, 11925*, 4864, 7114*, 4468, 6586*,^EU143847/NA/NA/NA/NA,Unknown (EU143845/NA/NA/NA/NA),EU143846/NA/NA/NA/NA, 1.25680028778217E-82, 4.86835260142715E-56,NS, 6.41327716469025E-32, 1.17450912956512E-23, 3.07920892125673E-66,NS,NS, 4.667677471204E-07,

 21 ,21~, 6834, 11842*, 4161, 6607*, 4128, 6586*,^ON964512/NA/NA/Gallus-gallus/2020,Unknown (OM469229/NA/ANV-PB23-SI7-Switzerland-2019/Gallus-gallus-domesticus-(broiler)/2019),MW684829/NA/Chicken-NLD-2019-V-M-041-astro-13/Gallus-gallus-domesticus-(broiler)/2019,NS,NS,NS,NS,NS,NS,NS,NS,NS,
 21,,,,,,,,MW684826/NA/Chicken-NLD-2019-V-M-039-astro-2/Gallus-gallus-domesticus-(broiler)/2019,Unknown(MW684829/NA/Chicken-NLD-2019-V-M-041-astro-13/Gallus-gallus-domesticus-(broiler)/2019),OM469231/NA/ANV-PB21-SI5-Switzerland-2019/Gallus-gallus-domesticus-(broiler)/2019
 21,,,,,,,,MW684824/NA/Chicken-NLD-2019-V-M-038-astro-5/Gallus-gallus-domesticus-(broiler)/2019,,OM469229/NA/ANV-PB23-SI7-Switzerland-2019/Gallus-gallus-domesticus-(broiler)/2019
 21,,,,,,,,MW684819/NA/Chicken-NLD-2019-V-M-030-astro-12/Gallus-gallus-domesticus-(broiler)/2019[T],,
 21,,,,,,,,MN732559/NA/NA/Gallus-gallus-(broiler)/2017[P],,

 22 ,22~, 7044, 11848*, 4332, 6580*, 4323, 6586*,^MW684833/NA/Chicken-NLD-2019-V-M-053-astro-2/Gallus-gallus-domesticus-(broiler)/2019,Unknown (MW684829/NA/Chicken-NLD-2019-V-M-041-astro-13/Gallus-gallus-domesticus-(broiler)/2019),OM469229/NA/ANV-PB23-SI7-Switzerland-2019/Gallus-gallus-domesticus-(broiler)/2019,NS,NS,NS,NS,NS,NS,NS,NS,NS,
 22,,,,,,,,PV093023/NA/NA/Neogale-vison/2023[P],Unknown(OM469236/NA/ANV-PB5-HI5-Switzerland-2019/Gallus-gallus-domesticus-(broiler)/2019),OM469231/NA/ANV-PB21-SI5-Switzerland-2019/Gallus-gallus-domesticus-(broiler)/2019
 22,,,,,,,,PV093022/NA/NA/Neogale-vison/2023[P],Unknown(OM469235/NA/ANV-PB15-HI11-Switzerland-2019/Gallus-gallus-domesticus-(broiler)/2019),
 22,,,,,,,,MK096775/NA/PasAstV-3/Passeriformes/2016,Unknown(OM469234/NA/ANV-PB1-HI5-Switzerland-2019/Gallus-gallus-domesticus-(broiler)/2019),
 22,,,,,,,,,Unknown(OM469233/NA/ANV-PB11-HI6-Switzerland-2019/Gallus-gallus-domesticus-(broiler)/2019),

 23 ,23, 7191, 11923*, 4911, 7213*, 4470, 6586*,^JF414802/NA/GA2011/chicken/2007,Unknown (MT789786/NA/CAstV-CA-SK-Chicken-19-0935-19/chicken/2019),MT789787/NA/CAstV-CA-SK-Chicken-19-0981-19/chicken/2019, 4.9088581992046E-80, 2.8658606881676E-76, 3.21514250709252E-80, 2.17303919345929E-36, 1.2887524189187E-27, 5.75895670336001E-59,NS,NS, 7.18017460594973E-34,

 24 ,24, 7819*, 11925*, 4828*, 6952*, 4540*, 6586*,MW353015/NA/TZ03/goose/2019,NC_034567/NA/FLX/Hortobagy-goose/2014,OR924093/NA/NA/Goose/2021, 2.01467151498145E-22, 7.55259516149742E-06, 5.67197443439584E-06, 5.79144104156896E-16, 1.14599438137516E-16, 6.28161336204818E-36,NS,NS, 9.51078807741724E-53,
 24,,,,,,,,,KY271027/NA/FLX/Hortobagy-goose/2014,PP786658/NA/JY202323/goose/2023
 24,,,,,,,,,,PP382209/NA/J3-2021/Jiangnan-White-Goose/2021
 24,,,,,,,,,,PP108251/NA/NA/goose/2023
 24,,,,,,,,,,OR907133/NA/NA/Goose/2023
 24,,,,,,,,,,OR907132/NA/NA/Goose/2023
 24,,,,,,,,,,OR907131/NA/NA/Goose/2023
 24,,,,,,,,,,OR211592/NA/GAstV-HBLY/goose/2023
 24,,,,,,,,,,OL762472/NA/JXYC/goose/NA
 24,,,,,,,,,,OL762471/NA/JXGZ/goose/NA

 25 ,25~, 7529, 11925*, 4963, 7180*, 4540, 6586*,^MT491731/NA/UPM1019-2018/Gallus-gallus/2018,Unknown (MT789787/NA/CAstV-CA-SK-Chicken-19-0981-19/chicken/2019),MT789786/NA/CAstV-CA-SK-Chicken-19-0935-19/chicken/2019,NS,NS,NS,NS,NS,NS,NS,NS,NS,
 25,,,,,,,,MT491732/NA/IBS543-2017/Gallus-gallus/2017,Unknown(MT789786/NA/CAstV-CA-SK-Chicken-19-0935-19/chicken/2019),MT789787/NA/CAstV-CA-SK-Chicken-19-0981-19/chicken/2019
 25,,,,,,,,MT491730/NA/IBS503-2017/Gallus-gallus/2017,,

 26 ,26, 7204, 11925*, 4507, 6595*, 4483, 6586*,^MF768270/NA/NA/pigeon/2014,Unknown (KT946725/NA/D10-5628-HK/spotted-dove/NA),PX237222/NA/pigeon-FSU1/pigeon/2025,NS,NS,NS,NS,NS,NS,NS,NS,NS,

 27 ,27, 11681*, 2705, 6584*, 1571, 6518*, 1613,^MT585644/NA/VF16-03-164b/Gallus-gallus-broiler-chicken/2016,OM469234/NA/ANV-PB1-HI5-Switzerland-2019/Gallus-gallus-domesticus-(broiler)/2019,OM469230/NA/ANV-PB31-SI19-Switzerland-2019/Gallus-gallus-domesticus-(broiler)/2019, 1.13454032195884E-43,NS, 9.04365459884376E-37, 2.8557233804627E-26, 6.72363647049216E-27, 1.03029914571178E-15,NS,NS, 2.39939041111217E-33,
 27,,,,,,,,MW684822/NA/Chicken-NLD-2019-V-M-036-astro-4/Gallus-gallus-domesticus-(broiler)/2019[P],OM469236/NA/ANV-PB5-HI5-Switzerland-2019/Gallus-gallus-domesticus-(broiler)/2019,MW684829/NA/Chicken-NLD-2019-V-M-041-astro-13/Gallus-gallus-domesticus-(broiler)/2019
 27,,,,,,,,MW684821/NA/Chicken-NLD-2019-V-M-034-astro-2/Gallus-gallus-domesticus-(broiler)/2019[P],OM469235/NA/ANV-PB15-HI11-Switzerland-2019/Gallus-gallus-domesticus-(broiler)/2019,
 27,,,,,,,,MW684820/NA/Chicken-NLD-2019-V-M-033-astro-3/Gallus-gallus-domesticus-(broiler)/2019[P],OM469233/NA/ANV-PB11-HI6-Switzerland-2019/Gallus-gallus-domesticus-(broiler)/2019,
 27,,,,,,,,,OM469232/NA/ANV-PB7-HI6-Switzerland-2019/Gallus-gallus-domesticus-(broiler)/2019,

 28 ,28, 7201, 11925*, 4873, 7114*, 4480, 6586*,^EU143846/NA/NA/NA/NA,EU143845/NA/NA/NA/NA,EU143851/NA/NA/NA/NA, 6.64968087025836E-62, 1.72876292224191E-46,NS, 2.7043646745297E-28, 1.56964753487E-13, 8.30237038102471E-38,NS,NS, 5.13341663873442E-39,

 29 ,29, 221*, 4870, 119*, 2896, 113*, 2686,^KY271027/NA/FLX/Hortobagy-goose/2014,MH410610/NA/NA/goslings/2017,OR907134/NA/NA/Goose/2022, 4.15794711011947E-55, 3.94101342977078E-61, 1.7760597610136E-31, 5.61051057567082E-28, 2.80806444877173E-19, 1.80146608605153E-43,NS,NS, 2.69789954035695E-41,
 29,,,,,,,,NC_034567/NA/FLX/Hortobagy-goose/2014,OR924093/NA/NA/Goose/2021,
 29,,,,,,,,,OR211592/NA/GAstV-HBLY/goose/2023,
 29,,,,,,,,,OP776630/NA/NA/goose/2021,
 29,,,,,,,,,OM264914/NA/NA/goslings/2019,
 29,,,,,,,,,OM264913/NA/NA/goslings/2019,
 29,,,,,,,,,OM264912/NA/NA/goslings/2019,
 29,,,,,,,,,OM264911/NA/NA/goslings/2019,
 29,,,,,,,,,OM200916/NA/NA/goslings/2019,
 29,,,,,,,,,MZ819185/NA/ZJC14/goose/2020,
 29,,,,,,,,,OK571391/NA/ZJC14/goslings/2020,
 29,,,,,,,,,MW340534/NA/SCCD/goose/2019,

 30 ,30, 9728, 11450, 5750, 6431, 5765, 6434,PP478076/NA/PL-pigeon-24-2023/carrier-pigeon/2023,Y15936/NA/NA/turkey/NA,PP478075/NA/PL-pigeon-4a-2023/carrier-pigeon/2023,NS,NS,NS,NS,NS,NS,NS,NS,NS,

 31 ,31, 7956, 11781*, 5073, 7113*, 4626, 6571*,OR351273/NA/JS202103/Gallus-gallus/2021,Unknown (KX397576/NA/CkP5/chicken/NA),MT789777/NA/CAstV-CA-AB-Chicken-14-1235d-14/chicken/2014, 6.00351547090198E-34, 1.00295752629966E-24, 3.98006475085258E-21, 2.13277735560987E-24, 9.72905991667343E-27, 3.66739370199096E-29,NS,NS, 1.07216102068285E-59,
 31,,,,,,,,,Unknown(KX397575/NA/CC-CkAstV/chicken/NA),MT789781/NA/CAstV-CA-AB-Chicken-15-1262d-15/chicken/2015
 31,,,,,,,,,,MT789780/NA/CAstV-CA-AB-Chicken-15-1262c-15/chicken/2015
 31,,,,,,,,,,MT789779/NA/CAstV-CA-AB-Chicken-15-1262b-15/chicken/2015
 31,,,,,,,,,,MT789778/NA/CAstV-CA-AB-Chicken-15-1262a-15/chicken/2015
 31,,,,,,,,,,MT789776/NA/CAstV-CA-AB-Chicken-14-1235c-14/chicken/2014
