ID белка,Название семейства/белка,Описание предсказания,Источник предсказания,Вхождение из orf,ORF,id_prefix,coords,strand
PX289198.1|,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,PX289198,1-3273,+
PX289198.1|,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,PX289198,1-3273,+
PX289198.1|,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,PX289198,1-3273,+
PX289198.1|,"Peptidase S1, PA clan",Trypsin-like serine proteases,SUPERFAMILY,,1A,PX289198,1-3273,+
PX289198.1|,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,PX289198,1-3273,+
PX289198.1|,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,PX289198,1-3273,+
PX289198.1|,Astrovirus VPg protein,Astrovirus VPg protein,Pfam,,1A,PX289198,1-3273,+
PX289198.1|,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,PX289198,1-3273,+
PX289198.1|,-,Coil,Coils,-,-,PX289198,1-3273,+
PX289198.1|,"Peptidase S1, PA clan, chymotrypsin-like fold",-,Gene3D,-,-,PX289198,1-3273,+
PP211222.1|,"RNA-directed RNA polymerase, catalytic domain",RdRp of positive ssRNA viruses catalytic domain profile.,ProSiteProfiles,-,-,PP211222,1-1330,+
PP211222.1|,"RNA-dependent RNA polymerase, alsuviricetes",RNA dependent RNA polymerase,Pfam,,1B,PP211222,1-1330,+
PP211222.1|,DNA/RNA polymerase superfamily,DNA/RNA polymerases,SUPERFAMILY,,1B,PP211222,1-1330,+
PQ421842.2|,DNA/RNA polymerase superfamily,DNA/RNA polymerases,SUPERFAMILY,,1B,PQ421842,2089-3453,-
PQ421842.2|,Reverse transcriptase/Diguanylate cyclase domain,-,Gene3D,-,-,PQ421842,2089-3453,-
PQ421842.2|,"RNA-directed RNA polymerase, C-terminal domain",Viral RNA-dependent RNA polymerase,Pfam,,1B,PQ421842,2089-3453,-
PQ421842.2|,"RNA-directed RNA polymerase, catalytic domain",RdRp of positive ssRNA viruses catalytic domain profile.,ProSiteProfiles,-,-,PQ421842,2089-3453,-
PQ421842.2|,-,ps-ssRNAv_Astroviridae_RdRp,CDD,-,-,PQ421842,2089-3453,-
PQ055536.1|,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,PQ055536,12-1988,+
PQ055536.1|,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,PQ055536,12-1988,+
PQ055536.1|,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,PQ055536,12-1988,+
PQ055536.1|,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,PQ055536,12-1988,+
PQ055536.1|,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,PQ055536,12-1988,+
PQ055536.1|,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,PQ055536,12-1988,+
PQ055536.1|,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,PQ055536,12-1988,+
PQ055536.1|,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,PQ055536,12-1988,+
PQ055536.1|,"Peptidase S1, PA clan",Trypsin-like serine proteases,SUPERFAMILY,,1A,PQ055536,12-1988,+
PQ055536.1|,"Peptidase S1, PA clan, chymotrypsin-like fold",-,Gene3D,-,-,PQ055536,12-1988,+
PQ055536.1|,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,PQ055536,12-1988,+
PQ421844.3|,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,PQ421844,3757-5979,-
PQ421844.3|,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,PQ421844,3757-5979,-
PQ421844.3|,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,PQ421844,3757-5979,-
PQ421844.3|,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,PQ421844,3757-5979,-
PQ421844.3|,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,PQ421844,3757-5979,-
PQ421844.3|,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,PQ421844,3757-5979,-
PQ421844.3|,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,PQ421844,3757-5979,-
PQ421844.3|,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,PQ421844,3757-5979,-
PQ421844.3|,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,PQ421844,3757-5979,-
PQ421844.3|,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,PQ421844,3757-5979,-
PQ421844.3|,Astrovirus VPg protein,Astrovirus VPg protein,Pfam,,1A,PQ421844,3757-5979,-
PQ421844.3|,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,PQ421844,3757-5979,-
PQ421844.3|,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,PQ421844,3757-5979,-
PQ421844.3|,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,PQ421844,3757-5979,-
PQ421844.3|,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,PQ421844,3757-5979,-
PQ421844.3|,"Peptidase S1, PA clan",Trypsin-like serine proteases,SUPERFAMILY,,1A,PQ421844,3757-5979,-
PQ421844.3|,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,PQ421844,3757-5979,-
PQ421844.3|,"Peptidase S1, PA clan, chymotrypsin-like fold",-,Gene3D,-,-,PQ421844,3757-5979,-
PQ421842.1|,-,Positive stranded ssRNA viruses,SUPERFAMILY,,NotSpecific,PQ421842,153-1931,-
PQ421842.1|,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,PQ421842,153-1931,-
PQ421842.1|,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,PQ421842,153-1931,-
PQ421842.1|,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,PQ421842,153-1931,-
PQ421842.1|,-,consensus disorder prediction,MobiDBLite,-,-,PQ421842,153-1931,-
PQ421842.1|,-,consensus disorder prediction,MobiDBLite,-,-,PQ421842,153-1931,-
PQ421842.1|,"Astrovirus capsid protein, inner core domain",Astrovirus capsid protein nucleoplasmin-like domain,Pfam,,2,PQ421842,153-1931,-
PQ421842.1|,Viral coat protein subunit,-,Gene3D,-,-,PQ421842,153-1931,-
PQ421842.1|,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,PQ421842,153-1931,-
PQ421851.1|,DNA/RNA polymerase superfamily,DNA/RNA polymerases,SUPERFAMILY,,1B,PQ421851,77-1135,+
PQ421851.1|,"RNA-directed RNA polymerase, C-terminal domain",Viral RNA-dependent RNA polymerase,Pfam,,1B,PQ421851,77-1135,+
PQ055539.3|,-,consensus disorder prediction,MobiDBLite,-,-,PQ055539,2766-3848,+
PQ055539.3|,-,consensus disorder prediction,MobiDBLite,-,-,PQ055539,2766-3848,+
PQ055539.3|,-,consensus disorder prediction,MobiDBLite,-,-,PQ055539,2766-3848,+
PX289196.1|,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,PX289196,1-3029,+
PX289196.1|,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,PX289196,1-3029,+
PX289196.1|,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,PX289196,1-3029,+
PX289196.1|,Zinc finger C2H2-type,Zinc finger C2H2 type domain profile.,ProSiteProfiles,-,-,PX289196,1-3029,+
PX289196.1|,-,Trypsin-like peptidase domain,Pfam,,1A,PX289196,1-3029,+
PX289196.1|,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,PX289196,1-3029,+
PX289196.1|,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,PX289196,1-3029,+
PX289196.1|,-,Coil,Coils,-,-,PX289196,1-3029,+
PX289196.1|,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,PX289196,1-3029,+
PX289196.1|,"Peptidase S1, PA clan",Trypsin-like serine proteases,SUPERFAMILY,,1A,PX289196,1-3029,+
PX289196.1|,-,Coil,Coils,-,-,PX289196,1-3029,+
PX289196.1|,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,PX289196,1-3029,+
PX289196.1|,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,PX289196,1-3029,+
PX289196.1|,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,PX289196,1-3029,+
PX289196.1|,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,PX289196,1-3029,+
PX289196.1|,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,PX289196,1-3029,+
PX289196.1|,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,PX289196,1-3029,+
PX289196.1|,"Peptidase S1, PA clan, chymotrypsin-like fold",-,Gene3D,-,-,PX289196,1-3029,+
PX289196.1|,Astrovirus VPg protein,Astrovirus VPg protein,Pfam,,1A,PX289196,1-3029,+
PX289196.1|,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,PX289196,1-3029,+
PX289196.1|,"Peptidase S1, PA clan, chymotrypsin-like fold",-,Gene3D,-,-,PX289196,1-3029,+
PX289196.1|,-,Coil,Coils,-,-,PX289196,1-3029,+
PQ055537.1|,-,consensus disorder prediction,MobiDBLite,-,-,PQ055537,100-1848,+
PQ055537.1|,-,consensus disorder prediction,MobiDBLite,-,-,PQ055537,100-1848,+
PQ055537.1|,-,consensus disorder prediction,MobiDBLite,-,-,PQ055537,100-1848,+
PX289197.1|,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,PX289197,1-3029,+
PX289197.1|,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,PX289197,1-3029,+
PX289197.1|,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,PX289197,1-3029,+
PX289197.1|,"Peptidase S1, PA clan, chymotrypsin-like fold",-,Gene3D,-,-,PX289197,1-3029,+
PX289197.1|,Zinc finger C2H2-type,Zinc finger C2H2 type domain profile.,ProSiteProfiles,-,-,PX289197,1-3029,+
PX289197.1|,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,PX289197,1-3029,+
PX289197.1|,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,PX289197,1-3029,+
PX289197.1|,-,Coil,Coils,-,-,PX289197,1-3029,+
PX289197.1|,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,PX289197,1-3029,+
PX289197.1|,-,Coil,Coils,-,-,PX289197,1-3029,+
PX289197.1|,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,PX289197,1-3029,+
PX289197.1|,"Peptidase S1, PA clan",Trypsin-like serine proteases,SUPERFAMILY,,1A,PX289197,1-3029,+
PX289197.1|,Astrovirus VPg protein,Astrovirus VPg protein,Pfam,,1A,PX289197,1-3029,+
PX289197.1|,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,PX289197,1-3029,+
PX289197.1|,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,PX289197,1-3029,+
PX289197.1|,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,PX289197,1-3029,+
PX289197.1|,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,PX289197,1-3029,+
PX289197.1|,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,PX289197,1-3029,+
PX289197.1|,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,PX289197,1-3029,+
PX289197.1|,"Peptidase S1, PA clan, chymotrypsin-like fold",-,Gene3D,-,-,PX289197,1-3029,+
PX289197.1|,-,Coil,Coils,-,-,PX289197,1-3029,+
PX289197.1|,-,Trypsin-like peptidase domain,Pfam,,1A,PX289197,1-3029,+
PQ055539.1|,-,consensus disorder prediction,MobiDBLite,-,-,PQ055539,94-1074,+
PQ055539.1|,"Peptidase S1, PA clan",Trypsin-like serine proteases,SUPERFAMILY,,1A,PQ055539,94-1074,+
PQ055539.1|,"Peptidase S1, PA clan, chymotrypsin-like fold",-,Gene3D,-,-,PQ055539,94-1074,+
PQ055539.1|,"Peptidase C3A/C3B, picornaviral",3C cysteine protease (picornain 3C),Pfam,,Picorna,PQ055539,94-1074,+
PQ055539.1|,-,consensus disorder prediction,MobiDBLite,-,-,PQ055539,94-1074,+
PQ421853.1|,-,Positive stranded ssRNA viruses,SUPERFAMILY,,NotSpecific,PQ421853,161-1951,-
PQ421853.1|,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,PQ421853,161-1951,-
PQ421853.1|,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,PQ421853,161-1951,-
PQ421853.1|,Viral coat protein subunit,-,Gene3D,-,-,PQ421853,161-1951,-
PQ421853.1|,"Astrovirus capsid protein, inner core domain",Astrovirus capsid protein nucleoplasmin-like domain,Pfam,,2,PQ421853,161-1951,-
PQ421853.1|,-,consensus disorder prediction,MobiDBLite,-,-,PQ421853,161-1951,-
PQ421853.1|,-,consensus disorder prediction,MobiDBLite,-,-,PQ421853,161-1951,-
PQ421853.1|,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,PQ421853,161-1951,-
PQ421853.1|,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,PQ421853,161-1951,-
PQ421848.1|,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,PQ421848,4-2334,+
PQ421848.1|,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,PQ421848,4-2334,+
PQ421848.1|,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,PQ421848,4-2334,+
PQ421848.1|,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,PQ421848,4-2334,+
PQ421848.1|,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,PQ421848,4-2334,+
PQ421848.1|,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,PQ421848,4-2334,+
PQ421848.1|,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,PQ421848,4-2334,+
PQ421848.1|,-,SignalP-TM,SignalP_GRAM_POSITIVE,-,-,PQ421848,4-2334,+
PQ421848.1|,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,PQ421848,4-2334,+
PQ421848.1|,Astrovirus VPg protein,Astrovirus VPg protein,Pfam,,1A,PQ421848,4-2334,+
PQ421848.1|,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,PQ421848,4-2334,+
PQ421848.1|,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,PQ421848,4-2334,+
PQ421848.1|,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,PQ421848,4-2334,+
PQ421848.1|,"Peptidase S1, PA clan",Trypsin-like serine proteases,SUPERFAMILY,,1A,PQ421848,4-2334,+
PQ421848.1|,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,PQ421848,4-2334,+
PQ421848.1|,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,PQ421848,4-2334,+
PQ421848.1|,"Peptidase S1, PA clan, chymotrypsin-like fold",-,Gene3D,-,-,PQ421848,4-2334,+
PQ421848.1|,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,PQ421848,4-2334,+
PQ421848.1|,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,PQ421848,4-2334,+
PQ421848.1|,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,PQ421848,4-2334,+
PQ421848.1|,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,PQ421848,4-2334,+
PX289196.3|,Viral coat protein subunit,-,Gene3D,-,-,PX289196,4589-6703,+
PX289196.3|,"Astrovirus capsid protein, inner core domain",Astrovirus capsid protein nucleoplasmin-like domain,Pfam,,2,PX289196,4589-6703,+
PX289196.3|,"Capsid polyprotein VP90, C-terminal",C-terminal tail of astrovirus capsid projection or spike,Pfam,,2,PX289196,4589-6703,+
PX289196.3|,-,consensus disorder prediction,MobiDBLite,-,-,PX289196,4589-6703,+
PX289196.3|,-,consensus disorder prediction,MobiDBLite,-,-,PX289196,4589-6703,+
PX289196.3|,-,consensus disorder prediction,MobiDBLite,-,-,PX289196,4589-6703,+
PX113254.1|,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,PX113254,14-1296,+
PX113254.1|,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,PX113254,14-1296,+
PX113254.1|,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,PX113254,14-1296,+
PX113254.1|,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,PX113254,14-1296,+
PX113254.1|,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,PX113254,14-1296,+
PX113254.1|,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,PX113254,14-1296,+
PX113254.1|,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,PX113254,14-1296,+
PX113254.1|,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,PX113254,14-1296,+
PX113254.1|,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,PX113254,14-1296,+
PX113254.1|,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,PX113254,14-1296,+
PX113254.1|,"Peptidase S1, PA clan, chymotrypsin-like fold",-,Gene3D,-,-,PX113254,14-1296,+
PX113254.1|,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,PX113254,14-1296,+
PX113254.1|,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,PX113254,14-1296,+
PX113254.1|,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,PX113254,14-1296,+
PP211223.1|,P-loop containing nucleoside triphosphate hydrolase,P-loop containing nucleoside triphosphate hydrolases,SUPERFAMILY,,,PP211223,1-2935,+
PP211223.1|,P-loop containing nucleoside triphosphate hydrolase,-,Gene3D,-,-,PP211223,1-2935,+
PP211223.1|,DNA/RNA polymerase superfamily,DNA/RNA polymerases,SUPERFAMILY,,1B,PP211223,1-2935,+
PP211223.1|,(+) RNA virus helicase core domain,Viral superfamily 1 RNA helicase core domain,Pfam,,Bastro,PP211223,1-2935,+
PP211223.1|,P-loop containing nucleoside triphosphate hydrolase,-,Gene3D,-,-,PP211223,1-2935,+
PP211223.1|,"RNA-directed RNA polymerase, catalytic domain",RdRp of positive ssRNA viruses catalytic domain profile.,ProSiteProfiles,-,-,PP211223,1-2935,+
PP211223.1|,"RNA-dependent RNA polymerase, alsuviricetes",RNA dependent RNA polymerase,Pfam,,1B,PP211223,1-2935,+
PP211223.1|,(+) RNA virus helicase core domain,(+)RNA virus helicase core domain profile.,ProSiteProfiles,-,-,PP211223,1-2935,+
PQ055537.3|,-,consensus disorder prediction,MobiDBLite,-,-,PQ055537,3567-4964,+
PQ055537.3|,-,consensus disorder prediction,MobiDBLite,-,-,PQ055537,3567-4964,+
PQ421852.2|,Astrovirus VPg protein,Astrovirus VPg protein,Pfam,,1A,PQ421852,3613-5013,-
PQ421852.2|,"Peptidase S1, PA clan, chymotrypsin-like fold",-,Gene3D,-,-,PQ421852,3613-5013,-
PQ421852.2|,"Peptidase S1, PA clan",Trypsin-like serine proteases,SUPERFAMILY,,1A,PQ421852,3613-5013,-
PQ421843.2|,Reverse transcriptase/Diguanylate cyclase domain,-,Gene3D,-,-,PQ421843,2624-3988,+
PQ421843.2|,"RNA-directed RNA polymerase, catalytic domain",RdRp of positive ssRNA viruses catalytic domain profile.,ProSiteProfiles,-,-,PQ421843,2624-3988,+
PQ421843.2|,DNA/RNA polymerase superfamily,DNA/RNA polymerases,SUPERFAMILY,,1B,PQ421843,2624-3988,+
PQ421843.2|,-,ps-ssRNAv_Astroviridae_RdRp,CDD,-,-,PQ421843,2624-3988,+
PQ421843.2|,"RNA-directed RNA polymerase, C-terminal domain",Viral RNA-dependent RNA polymerase,Pfam,,1B,PQ421843,2624-3988,+
PQ055538.2|,Reverse transcriptase/Diguanylate cyclase domain,-,Gene3D,-,-,PQ055538,2955-4265,+
PQ055538.2|,"RNA-directed RNA polymerase, catalytic domain",RdRp of positive ssRNA viruses catalytic domain profile.,ProSiteProfiles,-,-,PQ055538,2955-4265,+
PQ055538.2|,"RNA-directed RNA polymerase, C-terminal domain",Viral RNA-dependent RNA polymerase,Pfam,,1B,PQ055538,2955-4265,+
PQ055538.2|,DNA/RNA polymerase superfamily,DNA/RNA polymerases,SUPERFAMILY,,1B,PQ055538,2955-4265,+
PX095754.1|,"RNA-directed RNA polymerase, C-terminal domain",Viral RNA-dependent RNA polymerase,Pfam,,1B,PX095754,1-1113,-
PX095754.1|,DNA/RNA polymerase superfamily,DNA/RNA polymerases,SUPERFAMILY,,1B,PX095754,1-1113,-
PX095754.1|,"RNA-directed RNA polymerase, catalytic domain",RdRp of positive ssRNA viruses catalytic domain profile.,ProSiteProfiles,-,-,PX095754,1-1113,-
PX095754.1|,Reverse transcriptase/Diguanylate cyclase domain,-,Gene3D,-,-,PX095754,1-1113,-
PX095754.1|,-,ps-ssRNAv_Astroviridae_RdRp,CDD,-,-,PX095754,1-1113,-
PQ421846.2|,DNA/RNA polymerase superfamily,DNA/RNA polymerases,SUPERFAMILY,,1B,PQ421846,2103-3467,-
PQ421846.2|,Reverse transcriptase/Diguanylate cyclase domain,-,Gene3D,-,-,PQ421846,2103-3467,-
PQ421846.2|,-,ps-ssRNAv_Astroviridae_RdRp,CDD,-,-,PQ421846,2103-3467,-
PQ421846.2|,"RNA-directed RNA polymerase, catalytic domain",RdRp of positive ssRNA viruses catalytic domain profile.,ProSiteProfiles,-,-,PQ421846,2103-3467,-
PQ421846.2|,"RNA-directed RNA polymerase, C-terminal domain",Viral RNA-dependent RNA polymerase,Pfam,,1B,PQ421846,2103-3467,-
PP211221.1|,"RNA-directed RNA polymerase, catalytic domain",RdRp of positive ssRNA viruses catalytic domain profile.,ProSiteProfiles,-,-,PP211221,1-2065,+
PP211221.1|,(+) RNA virus helicase core domain,Viral superfamily 1 RNA helicase core domain,Pfam,,Bastro,PP211221,1-2065,+
PP211221.1|,"RNA-dependent RNA polymerase, alsuviricetes",RNA dependent RNA polymerase,Pfam,,1B,PP211221,1-2065,+
PP211221.1|,P-loop containing nucleoside triphosphate hydrolase,-,Gene3D,-,-,PP211221,1-2065,+
PP211221.1|,(+) RNA virus helicase core domain,(+)RNA virus helicase core domain profile.,ProSiteProfiles,-,-,PP211221,1-2065,+
PP211221.1|,DNA/RNA polymerase superfamily,DNA/RNA polymerases,SUPERFAMILY,,1B,PP211221,1-2065,+
PP211221.1|,P-loop containing nucleoside triphosphate hydrolase,P-loop containing nucleoside triphosphate hydrolases,SUPERFAMILY,,,PP211221,1-2065,+
PQ421848.3|,-,Positive stranded ssRNA viruses,SUPERFAMILY,,NotSpecific,PQ421848,4150-5940,+
PQ421848.3|,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,PQ421848,4150-5940,+
PQ421848.3|,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,PQ421848,4150-5940,+
PQ421848.3|,"Astrovirus capsid protein, inner core domain",Astrovirus capsid protein nucleoplasmin-like domain,Pfam,,2,PQ421848,4150-5940,+
PQ421848.3|,Viral coat protein subunit,-,Gene3D,-,-,PQ421848,4150-5940,+
PQ421848.3|,-,consensus disorder prediction,MobiDBLite,-,-,PQ421848,4150-5940,+
PQ421848.3|,-,consensus disorder prediction,MobiDBLite,-,-,PQ421848,4150-5940,+
PQ421848.3|,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,PQ421848,4150-5940,+
PQ421848.3|,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,PQ421848,4150-5940,+
