ID белка,Название семейства/белка,Описание предсказания,Источник предсказания,Вхождение из orf,ORF,id_prefix
PQ421848.1|,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,PQ421848
PQ421848.1|,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,PQ421848
PQ421848.1|,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,PQ421848
PQ421848.1|,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,PQ421848
PQ421848.1|,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,PQ421848
PQ421848.1|,-,SignalP-TM,SignalP_GRAM_POSITIVE,-,-,PQ421848
PQ421848.1|,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,PQ421848
PQ421848.1|,Astrovirus VPg protein,Astrovirus VPg protein,Pfam,,1A,PQ421848
PQ421848.1|,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,PQ421848
PQ421848.1|,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,PQ421848
PQ421848.1|,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,PQ421848
PQ421848.1|,"Peptidase S1, PA clan",Trypsin-like serine proteases,SUPERFAMILY,,1A,PQ421848
PQ421848.1|,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,PQ421848
PQ421848.1|,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,PQ421848
PQ421848.1|,"Peptidase S1, PA clan, chymotrypsin-like fold",-,Gene3D,-,-,PQ421848
PQ421848.1|,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,PQ421848
PQ421848.1|,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,PQ421848
PQ421848.1|,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,PQ421848
PQ421848.1|,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,PQ421848
PX289196.3|,Viral coat protein subunit,-,Gene3D,-,-,PX289196
PX289196.3|,"Astrovirus capsid protein, inner core domain",Astrovirus capsid protein nucleoplasmin-like domain,Pfam,,2,PX289196
PX289196.3|,"Capsid polyprotein VP90, C-terminal",C-terminal tail of astrovirus capsid projection or spike,Pfam,,2,PX289196
PX289196.3|,-,consensus disorder prediction,MobiDBLite,-,-,PX289196
PX289196.3|,-,consensus disorder prediction,MobiDBLite,-,-,PX289196
PX289196.3|,-,consensus disorder prediction,MobiDBLite,-,-,PX289196
PX113254.1|,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,PX113254
PX113254.1|,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,PX113254
PX113254.1|,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,PX113254
PX113254.1|,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,PX113254
PX113254.1|,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,PX113254
PX113254.1|,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,PX113254
PX113254.1|,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,PX113254
PX113254.1|,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,PX113254
PX113254.1|,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,PX113254
PX113254.1|,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,PX113254
PX113254.1|,"Peptidase S1, PA clan, chymotrypsin-like fold",-,Gene3D,-,-,PX113254
PX113254.1|,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,PX113254
PX113254.1|,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,PX113254
PX113254.1|,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,PX113254
PP211223.1|,P-loop containing nucleoside triphosphate hydrolase,P-loop containing nucleoside triphosphate hydrolases,SUPERFAMILY,,,PP211223
PP211223.1|,P-loop containing nucleoside triphosphate hydrolase,-,Gene3D,-,-,PP211223
PP211223.1|,DNA/RNA polymerase superfamily,DNA/RNA polymerases,SUPERFAMILY,,1B,PP211223
PP211223.1|,(+) RNA virus helicase core domain,Viral superfamily 1 RNA helicase core domain,Pfam,,Bastro,PP211223
PP211223.1|,P-loop containing nucleoside triphosphate hydrolase,-,Gene3D,-,-,PP211223
PP211223.1|,"RNA-directed RNA polymerase, catalytic domain",RdRp of positive ssRNA viruses catalytic domain profile.,ProSiteProfiles,-,-,PP211223
PP211223.1|,"RNA-dependent RNA polymerase, alsuviricetes",RNA dependent RNA polymerase,Pfam,,1B,PP211223
PP211223.1|,(+) RNA virus helicase core domain,(+)RNA virus helicase core domain profile.,ProSiteProfiles,-,-,PP211223
PQ055537.3|,-,consensus disorder prediction,MobiDBLite,-,-,PQ055537
PQ055537.3|,-,consensus disorder prediction,MobiDBLite,-,-,PQ055537
PQ421852.2|,Astrovirus VPg protein,Astrovirus VPg protein,Pfam,,1A,PQ421852
PQ421852.2|,"Peptidase S1, PA clan, chymotrypsin-like fold",-,Gene3D,-,-,PQ421852
PQ421852.2|,"Peptidase S1, PA clan",Trypsin-like serine proteases,SUPERFAMILY,,1A,PQ421852
PQ421843.2|,Reverse transcriptase/Diguanylate cyclase domain,-,Gene3D,-,-,PQ421843
PQ421843.2|,"RNA-directed RNA polymerase, catalytic domain",RdRp of positive ssRNA viruses catalytic domain profile.,ProSiteProfiles,-,-,PQ421843
PQ421843.2|,DNA/RNA polymerase superfamily,DNA/RNA polymerases,SUPERFAMILY,,1B,PQ421843
PQ421843.2|,-,ps-ssRNAv_Astroviridae_RdRp,CDD,-,-,PQ421843
PQ421843.2|,"RNA-directed RNA polymerase, C-terminal domain",Viral RNA-dependent RNA polymerase,Pfam,,1B,PQ421843
PQ055538.2|,Reverse transcriptase/Diguanylate cyclase domain,-,Gene3D,-,-,PQ055538
PQ055538.2|,"RNA-directed RNA polymerase, catalytic domain",RdRp of positive ssRNA viruses catalytic domain profile.,ProSiteProfiles,-,-,PQ055538
PQ055538.2|,"RNA-directed RNA polymerase, C-terminal domain",Viral RNA-dependent RNA polymerase,Pfam,,1B,PQ055538
PQ055538.2|,DNA/RNA polymerase superfamily,DNA/RNA polymerases,SUPERFAMILY,,1B,PQ055538
PX095754.1|,"RNA-directed RNA polymerase, C-terminal domain",Viral RNA-dependent RNA polymerase,Pfam,,1B,PX095754
PX095754.1|,DNA/RNA polymerase superfamily,DNA/RNA polymerases,SUPERFAMILY,,1B,PX095754
PX095754.1|,"RNA-directed RNA polymerase, catalytic domain",RdRp of positive ssRNA viruses catalytic domain profile.,ProSiteProfiles,-,-,PX095754
PX095754.1|,Reverse transcriptase/Diguanylate cyclase domain,-,Gene3D,-,-,PX095754
PX095754.1|,-,ps-ssRNAv_Astroviridae_RdRp,CDD,-,-,PX095754
PQ421846.2|,DNA/RNA polymerase superfamily,DNA/RNA polymerases,SUPERFAMILY,,1B,PQ421846
PQ421846.2|,Reverse transcriptase/Diguanylate cyclase domain,-,Gene3D,-,-,PQ421846
PQ421846.2|,-,ps-ssRNAv_Astroviridae_RdRp,CDD,-,-,PQ421846
PQ421846.2|,"RNA-directed RNA polymerase, catalytic domain",RdRp of positive ssRNA viruses catalytic domain profile.,ProSiteProfiles,-,-,PQ421846
PQ421846.2|,"RNA-directed RNA polymerase, C-terminal domain",Viral RNA-dependent RNA polymerase,Pfam,,1B,PQ421846
PP211221.1|,"RNA-directed RNA polymerase, catalytic domain",RdRp of positive ssRNA viruses catalytic domain profile.,ProSiteProfiles,-,-,PP211221
PP211221.1|,(+) RNA virus helicase core domain,Viral superfamily 1 RNA helicase core domain,Pfam,,Bastro,PP211221
PP211221.1|,"RNA-dependent RNA polymerase, alsuviricetes",RNA dependent RNA polymerase,Pfam,,1B,PP211221
PP211221.1|,P-loop containing nucleoside triphosphate hydrolase,-,Gene3D,-,-,PP211221
PP211221.1|,(+) RNA virus helicase core domain,(+)RNA virus helicase core domain profile.,ProSiteProfiles,-,-,PP211221
PP211221.1|,DNA/RNA polymerase superfamily,DNA/RNA polymerases,SUPERFAMILY,,1B,PP211221
PP211221.1|,P-loop containing nucleoside triphosphate hydrolase,P-loop containing nucleoside triphosphate hydrolases,SUPERFAMILY,,,PP211221
PQ421848.3|,-,Positive stranded ssRNA viruses,SUPERFAMILY,,NotSpecific,PQ421848
PQ421848.3|,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,PQ421848
PQ421848.3|,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,PQ421848
PQ421848.3|,"Astrovirus capsid protein, inner core domain",Astrovirus capsid protein nucleoplasmin-like domain,Pfam,,2,PQ421848
PQ421848.3|,Viral coat protein subunit,-,Gene3D,-,-,PQ421848
PQ421848.3|,-,consensus disorder prediction,MobiDBLite,-,-,PQ421848
PQ421848.3|,-,consensus disorder prediction,MobiDBLite,-,-,PQ421848
PQ421848.3|,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,PQ421848
PQ421848.3|,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,PQ421848
PQ421844.1|,"Astrovirus capsid protein, inner core domain",Astrovirus capsid protein nucleoplasmin-like domain,Pfam,,2,PQ421844
PQ421844.1|,Viral coat protein subunit,-,Gene3D,-,-,PQ421844
PQ421844.1|,-,Positive stranded ssRNA viruses,SUPERFAMILY,,NotSpecific,PQ421844
PQ421844.1|,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,PQ421844
PQ421844.1|,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,PQ421844
PQ421844.1|,-,consensus disorder prediction,MobiDBLite,-,-,PQ421844
PQ421844.1|,-,consensus disorder prediction,MobiDBLite,-,-,PQ421844
PQ421844.1|,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,PQ421844
PQ421844.1|,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,PQ421844
PQ055528.1|,-,Coil,Coils,-,-,PQ055528
PQ055528.1|,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,PQ055528
PQ055528.1|,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,PQ055528
PQ055528.1|,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,PQ055528
PQ055528.1|,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,PQ055528
PQ055528.1|,-,consensus disorder prediction,MobiDBLite,-,-,PQ055528
PQ055528.1|,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,PQ055528
PQ055528.1|,"Peptidase S1, PA clan, chymotrypsin-like fold",-,Gene3D,-,-,PQ055528
PQ055528.1|,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,PQ055528
PQ055528.1|,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,PQ055528
PQ055528.1|,-,consensus disorder prediction,MobiDBLite,-,-,PQ055528
PQ055528.1|,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.",Phobius,-,-,PQ055528
PQ055528.1|,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,PQ055528
PQ055528.1|,-,"Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.",Phobius,-,-,PQ055528
PQ055528.1|,"Peptidase S1, PA clan",Trypsin-like serine proteases,SUPERFAMILY,,1A,PQ055528
PQ055528.1|,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,PQ055528
PQ055528.1|,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,PQ055528
PQ055528.1|,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,PQ055528
PQ055528.1|,"Peptidase C3A/C3B, picornaviral",3C cysteine protease (picornain 3C),Pfam,,Picorna,PQ055528
PQ421846.3|,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,TMHMM,-,-,PQ421846
PQ421846.3|,-,Region of a membrane-bound protein predicted to be embedded in the membrane.,Phobius,-,-,PQ421846
PQ421846.3|,-,SignalP-TM,SignalP_GRAM_POSITIVE,-,-,PQ421846
PQ421846.3|,"Peptidase S1, PA clan",Trypsin-like serine proteases,SUPERFAMILY,,1A,PQ421846
