MN127959/NA/NA/goose/2018,2.0,MN127959
MN307115/NA/AstV-AH01-Goose-0512-18/goose/2018,2.0,MN307115
PV780436/NA/JX04/Anser-anser/2023,2.0,PV780436
OM100591/NA/AstV-AH04-Goose-0614-19/goose/2019,2.0,OM100591
MZ819183/NA/JRMS/goose/2020,2.0,MZ819183
MN127958/NA/NA/goose/2018,2.0,MN127958
MN307114/NA/AstV-HN01-Goose-0103-18/goose/2018,2.0,MN307114
PV780435/NA/JX03/Anser-anser/2023,2.0,PV780435
PQ740944/NA/CH-HBXT-2022/goose/2022,2.0,PQ740944
OM100590/NA/AstV-AH03-Goose-0422-19/goose/2019,2.0,OM100590
MW536497/NA/YC20/goose/2020,2.0,MW536497
MN127957/NA/NA/goose/2018,2.0,MN127957
MN894548/NA/NA/goose/2019,2.0,MN894548
MN068024/NA/GTF-07/goose/2018,2.0,MN068024
PV780434/NA/JX02/Anser-anser/2023,2.0,PV780434
OQ787033/NA/JL01-0801-19/goose/2019,2.0,OQ787033
OM455389/NA/HeB-BD4-2019/goose/2019,2.0,OM455389
OK148600/NA/NA/goose/2020,2.0,OK148600
MN127956/NA/NA/goose/2018,2.0,MN127956
MN068023/NA/GTF-04/goose/2018,2.0,MN068023
ON400505/NA/GAstV-GD2104/goose/2021,2.0,ON400505
OM455388/NA/HeB-BD1-2021/goose/2021,2.0,OM455388
OM273310/NA/NA/goose/2021,2.0,OM273310
MN127955/NA/NA/goose/2019,2.0,MN127955
MN337323/NA/XX/goose/2018,2.0,MN337323
OQ909424/NA/Sichuan/goose/2021,2.0,OQ909424
OM273309/NA/NA/goose/2021,2.0,OM273309
MN127954/NA/NA/goose/2019,2.0,MN127954
MN399857/NA/SDXT/duck/2019,2.0,MN399857
PQ552759/NA/NA/duck/2024,2.0,PQ552759
ON382522/NA/GAstV-GD2105/goose/2022,2.0,ON382522
OM273308/NA/NA/goose/2021,2.0,OM273308
MN127953/NA/NA/goose/2019,2.0,MN127953
PQ435198/NA/NA/goose/2023,2.0,PQ435198
ON382521/NA/GAstV-GD2103/goose/2021,2.0,ON382521
OM273307/NA/NA/goose/2021,2.0,OM273307
MN127952/NA/NA/goose/2018,2.0,MN127952
MK125058/NA/JSHA/gosling/2016,2.0,MK125058
ON382520/NA/GAstV-GD2102/goose/2021,2.0,ON382520
OM273306/NA/NA/goose/2021,2.0,OM273306
MN127951/NA/NA/goose/2018,2.0,MN127951
PV600843/NA/HNJZ-2023/goose/2023,2.0,PV600843
PQ308726/NA/GAstV-GDFS-Goose-2024/goose/2024,2.0,PQ308726
ON382519/NA/GAstV-GD2101/goose/2021,2.0,ON382519
ON205965/NA/AAstv-CHN-Goose-2018/goose/2018,2.0,ON205965
OM273305/NA/NA/goose/2021,2.0,OM273305
MN103532/NA/NA/goose/2018,2.0,MN103532
PV524668/NA/JXNC1/goose/2025,2.0,PV524668
PP382210/NA/J2-2021/Jiangnan-White-Goose/2021,2.0,PP382210
OM811458/NA/Astv-Goose-Heilongjiang-ZYL01-2018/goose/2018,2.0,OM811458
OL982615/NA/JSZ29/goose/2020,2.0,OL982615
OM273304/NA/NA/goose/2021,2.0,OM273304
ON156528/NA/NA/goose/2022,2.0,ON156528
OL982614/NA/JSCZ15/goose/2015,2.0,OL982614
OM273303/NA/NA/goose/2021,2.0,OM273303
MT708902/NA/AAstV-Goose-CHN-2019-DY-19/Anser-anser/2019,2.0,MT708902
OL982613/NA/XSSH/goose/2020,2.0,OL982613
OM273302/NA/NA/goose/2021,2.0,OM273302
MH807626/NA/NA/goose/2018,2.0,MH807626
OR902765/NA/NA/goose/2023,2.0,OR902765
OP776629/NA/NA/goose/2021,2.0,OP776629
ON745304/NA/ZJCX/landaise/2021,2.0,ON745304
OL963558/NA/JSW10/goose/2020,2.0,OL963558
KY807085/NA/HN1G/Lingxian-White-Goose/2014,2.0,KY807085
OR902764/NA/NA/goose/2023,2.0,OR902764
OM937013/NA/NA/goose/2017,2.0,OM937013
OL963557/NA/JSW1/goose/2020,2.0,OL963557
MZ540211/NA/NA/goose/2019,2.0,MZ540211
OR902763/NA/NA/goose/2023,2.0,OR902763
OL762473/NA/JXGZ/goose/2020,2.0,OL762473
OL963556/NA/JSSQ/goose/2020,2.0,OL963556
PP966939/NA/GZ2301/goose/2023,2.0,PP966939
OR902762/NA/NA/goose/2023,2.0,OR902762
OP179660/NA/NA/goose/2022,2.0,OP179660
OM066895/NA/AAstV-Goose-CHN-2021-ZY02/goose/2021,2.0,OM066895
OL963555/NA/JSCZ/goose/2020,2.0,OL963555
OR902761/NA/NA/goose/2023,2.0,OR902761
OP621341/NA/NA/goose/2019,2.0,OP621341
OM066894/NA/AAstV-Goose-CHN-2021-HR2110-1/goose/2021,2.0,OM066894
OP020131/NA/NA/50-day-old-Landes-geese/2022,2.0,OP020131
OP621340/NA/NA/goose/2019,2.0,OP621340
OM066893/NA/AAstV-Goose-CHN-2021-HR2105-2/goose/2021,2.0,OM066893
OL536330/NA/HeB-BD1-2020/goose/2020,2.0,OL536330
OK571390/NA/JRMS/goose/2020,2.0,OK571390
MW592379/NA/HNXX-6-China-2020/goose/2020,2.0,MW592379
PP444710/NA/GAstV-GDCS-Goose-2023/goose/2023,2.0,PP444710
OP621339/NA/NA/goose/2019,2.0,OP621339
OM066892/NA/AAstV-Goose-CHN-2021-HR2105-1/goose/2021,2.0,OM066892
OK571389/NA/ZJLD/goose/2020,2.0,OK571389
MW592378/NA/HNSQ-6-China-2020/goose/2020,2.0,MW592378
MG934571/NA/GD/goose/2017,2.0,MG934571
PP444709/NA/GAstV-GXNN-Goose-2023/goose/2023,2.0,PP444709
OP621338/NA/NA/goose/2018,2.0,OP621338
OL853843/NA/HLJ/goose/2019,2.0,OL853843
MW592377/NA/HNKF-1-China-2020/goose/2020,2.0,MW592377
OP621337/NA/NA/goose/2018,2.0,OP621337
OM100603/NA/AstV-JS04-Goose-0919-20/goose/2020,2.0,OM100603
MW505493/NA/NA/goose/2019,2.0,MW505493
MZ576222/NA/JX01-China-2021/goose/2021,2.0,MZ576222
MW345727/NA/SDPD/goose/2019,2.0,MW345727
MH052598/NA/NA/goose/2017,2.0,MH052598
MN809622/NA/AstV-SDTA/duck/NA,2.0,MN809622
OP621336/NA/NA/goose/2018,2.0,OP621336
OM100602/NA/AstV-JS03-Goose-0702-20/goose/2020,2.0,OM100602
MW505492/NA/NA/goose/2019,2.0,MW505492
MF772821/NA/NA/Lande-geese/2017,2.0,MF772821
OR965521/NA/AAstV-Goose-CHN-2023-MG-23/goose/2023,2.0,OR965521
OP621335/NA/NA/goose/2021,2.0,OP621335
OM100601/NA/AstV-JS02-Goose-0518-20/goose/2020,2.0,OM100601
MW505491/NA/NA/goose/2019,2.0,MW505491
MZ367612/NA/HNNY0620/Muscovy-duck/2020,2.0,MZ367612
MW413813/NA/XT1/goose/2020,2.0,MW413813
OR958817/NA/AAstV-Goose-CHN-2023-HR2306-1/goose/2023,2.0,OR958817
OP621334/NA/NA/goose/2019,2.0,OP621334
OM100600/NA/AstV-JS01-Goose-0518-20/goose/2020,2.0,OM100600
MW505490/NA/NA/goose/2019,2.0,MW505490
MT934439/NA/NA/goose/2019,2.0,MT934439
MN428645/NA/AHAU5/goose/2018,2.0,MN428645
OR906208/NA/HNxy2111/goose/2021,2.0,OR906208
OP621333/NA/NA/goose-embryo/2019,2.0,OP621333
OM100599/NA/AstV-HN05-Goose-0514-20/goose/2020,2.0,OM100599
MW505489/NA/NA/goose/2019,2.0,MW505489
MT934438/NA/NA/goose/2019,2.0,MT934438
MN428644/NA/AHAU4/goose/2018,2.0,MN428644
OR906207/NA/HNxy2106/goose/2021,2.0,OR906207
OP946449/NA/GAstV-SDHZ/laying-hens/2022,2.0,OP946449
OP621332/NA/NA/goose/2020,2.0,OP621332
OM100598/NA/AstV-HN04-Goose-0514-20/goose/2020,2.0,OM100598
MW505488/NA/NA/goose/2019,2.0,MW505488
MT934437/NA/NA/goose/2019,2.0,MT934437
MN428643/NA/AHAU3/goose/2018,2.0,MN428643
MG599910/NA/NA/Duttaphrynus-melanostictus/NA,3.0,MG599910
PV793827/NA/AstroviridaeCranefe81/Leucogeranus-leucogeranus/2024,4.0,PV793827
PV793829/NA/AstroviridaeGoosefe94/Anser-sp-/2024,5.0,PV793829
PV793828/NA/AstroviridaeGoosefe87/Anser-sp-/2024,6.0,PV793828
PV093021/NA/NA/Neogale-vison/2023,7.0,PV093021
NC-002470/NA/NA/turkey/NA,7.0,NC-002470
PV093020/NA/NA/Neogale-vison/2023,7.0,PV093020
PV093019/NA/NA/Neogale-vison/2023,7.0,PV093019
PV093018/NA/NA/Neogale-vison/2023,7.0,PV093018
Y15936/NA/NA/turkey/NA,7.0,Y15936
PV793826/NA/AstroviridaeCranefe67/Leucogeranus-leucogeranus/2024,8.0,PV793826
MN732558/NA/NA/Gallus-gallus-(broiler)/2018,9.0,MN732558
MW684833/NA/Chicken-NLD-2019-V-M-053-astro-2/Gallus-gallus-domesticus-(broiler)/2019,9.0,MW684833
MT585644/NA/VF16-03-164b/Gallus-gallus-broiler-chicken/2016,9.0,MT585644
KM254166/NA/AstroQ45-2013/chicken/2013,9.0,KM254166
PV093023/NA/NA/Neogale-vison/2023,9.0,PV093023
MW684832/NA/Chicken-NLD-2019-V-M-048-astro-2/Gallus-gallus-domesticus-(broiler)/2019,9.0,MW684832
KM985703/NA/VIC-6b/Gallus-gallus/2010,9.0,KM985703
PV093022/NA/NA/Neogale-vison/2023,9.0,PV093022
KM985702/NA/VIC-6a/Gallus-gallus/2010,9.0,KM985702
MN732559/NA/NA/Gallus-gallus-(broiler)/2017,9.0,MN732559
MW684829/NA/Chicken-NLD-2019-V-M-041-astro-13/Gallus-gallus-domesticus-(broiler)/2019,9.0,MW684829
OM469237/NA/ANV-PB55-SI14-Switzerland-2019/Gallus-gallus-domesticus-(broiler)/2019,9.0,OM469237
MW684827/NA/Chicken-NLD-2019-V-M-039-astro-3/Gallus-gallus-domesticus-(broiler)/2019,9.0,MW684827
OM469236/NA/ANV-PB5-HI5-Switzerland-2019/Gallus-gallus-domesticus-(broiler)/2019,9.0,OM469236
MW684826/NA/Chicken-NLD-2019-V-M-039-astro-2/Gallus-gallus-domesticus-(broiler)/2019,9.0,MW684826
OM469235/NA/ANV-PB15-HI11-Switzerland-2019/Gallus-gallus-domesticus-(broiler)/2019,9.0,OM469235
MW684825/NA/Chicken-NLD-2019-V-M-038-astro-6/Gallus-gallus-domesticus-(broiler)/2019,9.0,MW684825
OM469234/NA/ANV-PB1-HI5-Switzerland-2019/Gallus-gallus-domesticus-(broiler)/2019,9.0,OM469234
MW684824/NA/Chicken-NLD-2019-V-M-038-astro-5/Gallus-gallus-domesticus-(broiler)/2019,9.0,MW684824
OM469233/NA/ANV-PB11-HI6-Switzerland-2019/Gallus-gallus-domesticus-(broiler)/2019,9.0,OM469233
OM469232/NA/ANV-PB7-HI6-Switzerland-2019/Gallus-gallus-domesticus-(broiler)/2019,9.0,OM469232
MW684822/NA/Chicken-NLD-2019-V-M-036-astro-4/Gallus-gallus-domesticus-(broiler)/2019,9.0,MW684822
OM469231/NA/ANV-PB21-SI5-Switzerland-2019/Gallus-gallus-domesticus-(broiler)/2019,9.0,OM469231
MW684821/NA/Chicken-NLD-2019-V-M-034-astro-2/Gallus-gallus-domesticus-(broiler)/2019,9.0,MW684821
HQ889774/NA/NA/pigeon/2010,9.0,HQ889774
PP871798/NA/astro-vt-80/Sus-scrofa-(wild-boar)/2015,9.0,PP871798
OM469230/NA/ANV-PB31-SI19-Switzerland-2019/Gallus-gallus-domesticus-(broiler)/2019,9.0,OM469230
MW684820/NA/Chicken-NLD-2019-V-M-033-astro-3/Gallus-gallus-domesticus-(broiler)/2019,9.0,MW684820
HM029238/NA/NA/chicken/2009,9.0,HM029238
PP871786/NA/astro-vt-68/Gallus-gallus/2014,9.0,PP871786
OM469229/NA/ANV-PB23-SI7-Switzerland-2019/Gallus-gallus-domesticus-(broiler)/2019,9.0,OM469229
MW684819/NA/Chicken-NLD-2019-V-M-030-astro-12/Gallus-gallus-domesticus-(broiler)/2019,9.0,MW684819
MW684818/NA/Chicken-NLD-2019-V-M-015-astro-2/Gallus-gallus-domesticus-(broiler)/2019,9.0,MW684818
OQ685945/NA/ANV-ck-TZ-Iringa-2151-IM162-2019/Gallus-gallus/2019,9.0,OQ685945
ON964512/NA/NA/Gallus-gallus/2020,9.0,ON964512
MZ150559/NA/ANV-Chicken-CHN-2020-AH202017/chicken/2020,9.0,MZ150559
HV511037/NA/NA/NA/NA,9.0,HV511037
AB033998/NA/NA/NA/NA,9.0,AB033998
MT585643/NA/VF14-92-A2/Gallus-gallus-broiler-chicken/NA,9.0,MT585643
KF753807/NA/NA/NA/2012,10.0,KF753807
KF753806/NA/NA/NA/2012,10.0,KF753806
KF753805/NA/NA/NA/2012,10.0,KF753805
KF753804/NA/NA/NA/2012,10.0,KF753804
OR924088/NA/NA/Duck/2021,11.0,OR924088
KJ020899/NA/NA/duck/2013,11.0,KJ020899
OR924089/NA/NA/Duck/2021,11.0,OR924089
OR924087/NA/NA/Duck/2021,11.0,OR924087
OR924086/NA/NA/Duck/2021,11.0,OR924086
OR907130/NA/NA/Duck/2022,11.0,OR907130
OR907129/NA/NA/Duck/2023,11.0,OR907129
OR907128/NA/NA/Duck/2023,11.0,OR907128
OR907127/NA/NA/Goose/2023,11.0,OR907127
OR907126/NA/NA/Duck/2023,11.0,OR907126
OR907125/NA/NA/Duck/2023,11.0,OR907125
MW826483/NA/YSN01/bird/2019,12.0,MW826483
MW826482/NA/YSN02/bird/2019,13.0,MW826482
MG599916/NA/NA/Cynops-orientalis/NA,14.0,MG599916
PP763758/NA/AAstV-Goose-CHN-2023-C102/goose/2023,15.0,PP763758
OR924093/NA/NA/Goose/2021,15.0,OR924093
MZ819185/NA/ZJC14/goose/2020,15.0,MZ819185
OR211592/NA/GAstV-HBLY/goose/2023,15.0,OR211592
PP786658/NA/JY202323/goose/2023,15.0,PP786658
OR907134/NA/NA/Goose/2022,15.0,OR907134
OR907133/NA/NA/Goose/2023,15.0,OR907133
OR907132/NA/NA/Goose/2023,15.0,OR907132
OM264914/NA/NA/goslings/2019,15.0,OM264914
OR907131/NA/NA/Goose/2023,15.0,OR907131
OM264913/NA/NA/goslings/2019,15.0,OM264913
OM264912/NA/NA/goslings/2019,15.0,OM264912
OM264911/NA/NA/goslings/2019,15.0,OM264911
OM200916/NA/NA/goslings/2019,15.0,OM200916
PP382209/NA/J3-2021/Jiangnan-White-Goose/2021,15.0,PP382209
OL762472/NA/JXYC/goose/NA,15.0,OL762472
OP776630/NA/NA/goose/2021,15.0,OP776630
OL762471/NA/JXGZ/goose/NA,15.0,OL762471
OR827024/NA/GAstV-JSXZ/goose/2022,15.0,OR827024
OP272633/NA/AH33-3/goose/2021,15.0,OP272633
MH410610/NA/NA/goslings/2017,15.0,MH410610
OK571391/NA/ZJC14/goslings/2020,15.0,OK571391
NC-034567/NA/FLX/Hortobagy-goose/2014,15.0,NC-034567
MW786757/NA/SCCD/goose/2018,15.0,MW786757
MW353015/NA/TZ03/goose/2019,15.0,MW353015
PP108251/NA/NA/goose/2023,15.0,PP108251
MW340534/NA/SCCD/goose/2019,15.0,MW340534
KY271027/NA/FLX/Hortobagy-goose/2014,15.0,KY271027
MN920670/NA/ybw202ast01/NA/2018,16.0,MN920670
OR902759/NA/NA/goose/2023,17.0,OR902759
OR924092/NA/NA/Duck/2021,17.0,OR924092
OR924091/NA/NA/Goose/2021,17.0,OR924091
OR924090/NA/NA/Goose/2021,17.0,OR924090
JX624774/NA/NA/Pekin-duck/NA,17.0,JX624774
OR902760/NA/NA/goose/2023,17.0,OR902760
MW385412/NA/NA/Crow/2017,18.0,MW385412
MN920669/NA/ybb150ast01/NA/2018,19.0,MN920669
OQ986679/NA/GEIG/NA/2021,20.0,OQ986679
MN920668/NA/war204ast1/NA/2018,21.0,MN920668
PP352010/NA/Hunan-CHN-2022/Pelophylax-nigromaculatus/2022,22.0,PP352010
OQ986609/NA/RHFU/NA/2021/reverse,23.0,OQ986609
MN920667/NA/tom152ast2/NA/2018,24.0,MN920667
MT137999/NA/coa196ast1/NA/2018,24.0,MT137999
OQ986608/NA/RHFU/NA/2021,25.0,OQ986608
MZ375139/NA/3PE-RDRP-2/Phrynocephalus-erythrurus/2020,26.0,MZ375139
MN920663/NA/spa143ast1/NA/2018,27.0,MN920663
MK096773/NA/PasAstV-1/Passeriformes/NA,28.0,MK096773
OQ986607/NA/GEIG/NA/2021,29.0,OQ986607
MG599931/NA/NA/Polypedates-megacephalus/NA,30.0,MG599931
OQ986677/NA/GEIG/NA/2021,31.0,OQ986677
MW826371/NA/XZN01/bird/2018,32.0,MW826371
MG599918/NA/NA/Hemidactylus-bowringii/NA,33.0,MG599918
OQ986606/NA/GEIG/NA/2021,34.0,OQ986606
MG599917/NA/NA/Gekko-similignum/NA,35.0,MG599917
JX439643/NA/NA/duck/2012,36.0,JX439643
FJ919228/NA/NA/duck/NA,36.0,FJ919228
FJ919227/NA/NA/duck/NA,36.0,FJ919227
FJ919226/NA/NA/duck/NA,36.0,FJ919226
FJ919225/NA/NA/duck/NA,36.0,FJ919225
FJ434664/NA/NA/duck/2008,36.0,FJ434664
PV169360/NA/NA/duck/2024,36.0,PV169360
MH712856/NA/NA/duck/2012,36.0,MH712856
OR134528/NA/NA/Muscovy-duck/2022,36.0,OR134528
OR134527/NA/NA/Muscovy-duck/2022,36.0,OR134527
MW217578/NA/DAstV-SDZZ/duck/2020,36.0,MW217578
OR134526/NA/NA/Muscovy-duck/2022,36.0,OR134526
OR134525/NA/NA/Muscovy-duck/2022,36.0,OR134525
OL652659/NA/DAstV-SDWF/duck/2021,36.0,OL652659
MN149395/NA/D390/Jinding-ducks/2013,36.0,MN149395
OR134524/NA/NA/Muscovy-duck/2022,36.0,OR134524
MN149394/NA/D200/Jinding-ducks/2013,36.0,MN149394
OR134523/NA/NA/Muscovy-duck/2022,36.0,OR134523
MN149393/NA/D120/Jinding-ducks/2013,36.0,MN149393
OR134522/NA/NA/Muscovy-duck/2022,36.0,OR134522
NC-012437/NA/NA/duck/2008,36.0,NC-012437
OR134521/NA/NA/Muscovy-duck/2022,36.0,OR134521
OR134520/NA/NA/Muscovy-duck/2022,36.0,OR134520
OR134519/NA/NA/Muscovy-duck/2022,36.0,OR134519
OR134518/NA/NA/Muscovy-duck/2022,36.0,OR134518
MN149392/NA/D17/Jinding-ducks/2013,36.0,MN149392
KY646154/NA/HB2015/Beijing-duck/2015,36.0,KY646154
PQ893528/NA/NSW-2021/Eolophus-roseicapilla/2021,37.0,PQ893528
PP871808/NA/astro-vt-90/Gallus-gallus/2015,38.0,PP871808
PQ893527/NA/QLD-2021/Alisterus-scapularis/2021,39.0,PQ893527
MT138010/NA/prf037ast2/NA/2018,40.0,MT138010
MT138011/NA/prf038ast1/NA/2018,40.0,MT138011
JF832365/NA/4175/Gallus-gallus/2006,41.0,JF832365
MW684831/NA/Chicken-NLD-2019-V-M-047-astro-4/Gallus-gallus-domesticus-(broiler)/2019,41.0,MW684831
OR571426/NA/SDAU2022-3/chicken/2023,41.0,OR571426
OR286522/NA/SDAU2022-1/chicken/2022,41.0,OR286522
OR286521/NA/SDAU2022-2/chicken/2022,41.0,OR286521
MW684830/NA/Chicken-NLD-2019-V-M-046-astro-12/Gallus-gallus-domesticus-(broiler)/2019,41.0,MW684830
KX397576/NA/CkP5/chicken/NA,41.0,KX397576
OR351273/NA/JS202103/Gallus-gallus/2021,41.0,OR351273
KX397575/NA/CC-CkAstV/chicken/NA,41.0,KX397575
PP871812/NA/astro-vt-94/Canis-lupus-familiaris/2014,41.0,PP871812
MW684823/NA/Chicken-NLD-2019-V-M-038-astro-4/Gallus-gallus-domesticus-(broiler)/2019,41.0,MW684823
PP871804/NA/astro-vt-86/Canis-lupus-familiaris/2014,41.0,PP871804
KT886453/NA/CAstV-Poland-G059-2014/Gallus-gallus/2014,41.0,KT886453
OQ685946/NA/CAstV-ck-TZ-Iringa-2151-IM162-2019/Gallus-gallus/2019,41.0,OQ685946
MW684817/NA/Environment-NLD-2019-VE-7-astro-14/Gallus-gallus-domesticus-(broiler)/2019,41.0,MW684817
MT491732/NA/IBS543-2017/Gallus-gallus/2017,41.0,MT491732
MT491731/NA/UPM1019-2018/Gallus-gallus/2018,41.0,MT491731
MT491730/NA/IBS503-2017/Gallus-gallus/2017,41.0,MT491730
MT789787/NA/CAstV-CA-SK-Chicken-19-0981-19/chicken/2019,41.0,MT789787
MT789786/NA/CAstV-CA-SK-Chicken-19-0935-19/chicken/2019,41.0,MT789786
MT789785/NA/CAstV-CA-SK-Chicken-18-0942-18/chicken/2018,41.0,MT789785
MT789784/NA/CAstV-CA-AB-Chicken-17-0823-17/chicken/2017,41.0,MT789784
MT789783/NA/CAstV-CA-AB-Chicken-17-0773b-17/chicken/2017,41.0,MT789783
MT789782/NA/CAstV-CA-AB-Chicken-17-0773a-17/chicken/2017,41.0,MT789782
MT789781/NA/CAstV-CA-AB-Chicken-15-1262d-15/chicken/2015,41.0,MT789781
MT789780/NA/CAstV-CA-AB-Chicken-15-1262c-15/chicken/2015,41.0,MT789780
MT789779/NA/CAstV-CA-AB-Chicken-15-1262b-15/chicken/2015,41.0,MT789779
MT789778/NA/CAstV-CA-AB-Chicken-15-1262a-15/chicken/2015,41.0,MT789778
MT789777/NA/CAstV-CA-AB-Chicken-14-1235d-14/chicken/2014,41.0,MT789777
MT789776/NA/CAstV-CA-AB-Chicken-14-1235c-14/chicken/2014,41.0,MT789776
MT789775/NA/CAstV-CA-AB-Chicken-14-1235b-14/chicken/2014,41.0,MT789775
KY038163/NA/CAstV-INDIA-ANAND-2016/chicken/2016,41.0,KY038163
MW846319/NA/CAstV-Chicken-CHN-2020-GD202013/chicken/2020,41.0,MW846319
MT789774/NA/CAstV-CA-AB-Chicken-14-1235a-14/chicken/2014,41.0,MT789774
JF414802/NA/GA2011/chicken/2007,41.0,JF414802
MT138007/NA/ltr178ast1/NA/2018,42.0,MT138007
MT138005/NA/hwf041ast1/NA/2018,43.0,MT138005
PQ220257/NA/ASTV-1/Anser-indicus-(Bar-headed-goose)/2020,44.0,PQ220257
MT138002/NA/cra070ast1/NA/2018,45.0,MT138002
MK096775/NA/PasAstV-3/Passeriformes/2016,46.0,MK096775
MW588064/NA/NA/NA/NA,47.0,MW588064
MK096774/NA/PasAstV-2/Passeriformes/2016,48.0,MK096774
MT137996/NA/cfe153ast01/NA/2018,49.0,MT137996
MG661261/NA/NA/NA/2015,50.0,MG661261
MW588062/NA/NA/NA/NA,51.0,MW588062
MW588063/NA/NA/NA/NA,51.0,MW588063
MT138009/NA/prf037ast1nc/NA/2018,52.0,MT138009
PP623814/NA/MP22-196/Mareca-falcata/2022,53.0,PP623814
MT993596/NA/MW10-1o/Arenaria-interpres-(ruddy-turnstone)/2015,54.0,MT993596
MT137995/NA/bun145astnc1/NA/2018,55.0,MT137995
MT993595/NA/MW09-1o/Arenaria-interpres-(ruddy-turnstone)/2015,56.0,MT993595
MT137994/NA/bsk136ast01/NA/2018,57.0,MT137994
MT993583/NA/MW06-2o/Arenaria-interpres-(ruddy-turnstone)/2014,58.0,MT993583
MH453801/NA/AstV-Red-necked-Avocet-MW09-Interior/Red-necked-Avocet/2013,59.0,MH453801
PP478075/NA/PL-pigeon-4a-2023/carrier-pigeon/2023,60.0,PP478075
PX237222/NA/pigeon-FSU1/pigeon/2025,60.0,PX237222
PP478076/NA/PL-pigeon-24-2023/carrier-pigeon/2023,60.0,PP478076
KT946724/NA/D11-440-HK/feral-pigeon/NA,60.0,KT946724
MT137991/NA/bbr144ast1/NA/2018,61.0,MT137991
MH453800/NA/AstV-Red-necked-Avocet-MW08-Interior/Red-necked-Avocet/2013,62.0,MH453800
AF206663/NA/NA/NA/NA,63.0,AF206663
NC-005790/NA/NA/NA/NA,63.0,NC-005790
EU143851/NA/NA/NA/NA,63.0,EU143851
EU143850/NA/NA/NA/NA,63.0,EU143850
EU143849/NA/NA/NA/NA,63.0,EU143849
EU143848/NA/NA/NA/NA,63.0,EU143848
EU143847/NA/NA/NA/NA,63.0,EU143847
EU143846/NA/NA/NA/NA,63.0,EU143846
EU143845/NA/NA/NA/NA,63.0,EU143845
EU143844/NA/NA/NA/NA,63.0,EU143844
EU143843/NA/NA/NA/NA,63.0,EU143843
KT946722/NA/D11-116-HK/spotted-dove/NA,64.0,KT946722
KT946725/NA/D10-5628-HK/spotted-dove/NA,64.0,KT946725
KT946723/NA/D11-336-2-HK/spotted-dove/NA,64.0,KT946723
MF768270/NA/NA/pigeon/2014,64.0,MF768270
PP711188/NA/Hplan-A-304122/Heteronotia-planiceps/2017,65.0,PP711188
MN920671/NA/ytb089ast01/NA/2018,66.0,MN920671
MT137992/NA/bfb201ast01/NA/2018,66.0,MT137992
MN920672/NA/ytb090ast01/NA/2018,66.0,MN920672
KT946720/NA/D11-515-HK/house-crow/NA,67.0,KT946720
